wordID,docID,frequency,hitlist
0,52|241|428|569|1557|2021|2375|2406|2932|3245|3417|3648|3706,1|3|1|1|2|1|2|1|11|1|2|1|1,"0, 218|0, 48;0, 75;0, 211|0, 300|0, 676|0, 869;0, 945|0, 318|0, 750;0, 816|0, 132|3, 6;0, 23;0, 68;0, 93;0, 237;0, 333;0, 350;0, 390;0, 410;0, 427;0, 436|0, 943|0, 7;0, 97|0, 111|0, 3267"
1,52|241|618|707|973|1291|1299|1446|1466|1762|1833|1986|2375|3055|3249|3278|3415|3470|3978|4430|4462|4942|5481,1|1|1|1|1|1|5|1|1|1|1|2|2|2|1|2|1|1|3|1|1|1|1,"0, 221|0, 107|0, 468|0, 159|0, 243|0, 432|0, 33;0, 141;0, 228;0, 2004;0, 2056|0, 1267|0, 1301|0, 251|0, 1037|0, 678;0, 841|0, 748;0, 814|0, 198;0, 571|0, 1431|0, 402;0, 421|0, 466|0, 2162|0, 688;0, 821;0, 855|0, 181|0, 362|0, 36|0, 192"
2,52|136|253|304|550|654|800|966|1034|1352|1849|2300|2507|2582|2720|2883|3296|3631|3694|3723|3951|4170|4325|4394|4411|4482|4668|4694|4701|4861|5450,1|1|1|1|1|1|1|1|1|1|1|18|1|3|1|1|5|11|1|1|1|1|1|2|1|1|1|2|2|1|1,"0, 223|0, 536|0, 2491|0, 275|0, 1556|0, 641|0, 650|0, 796|0, 979|0, 1965|0, 1172|0, 15;0, 418;0, 448;0, 494;0, 528;0, 564;0, 661;0, 864;0, 920;0, 947;0, 1035;0, 1078;0, 1094;0, 1104;0, 1511;0, 1607;0, 1645;0, 1696|0, 106|0, 1321;0, 1343;0, 1496|0, 7408|0, 521|0, 940;0, 1018;0, 1120;0, 1903;0, 2352|0, 86;0, 97;0, 121;0, 144;0, 208;0, 335;0, 362;0, 378;0, 416;0, 458;0, 591|0, 232|0, 652|0, 293|0, 767|0, 1900|0, 1109;0, 1151|0, 2340|0, 1362|0, 1128|0, 365;0, 1016|0, 402;0, 518|0, 459|0, 6288"
3,52|945,1|1,"0, 240|0, 1714"
4,52|852|2575|3093|3989|4651|4951,1|1|2|1|1|1|1,"0, 250|0, 4193|0, 3946;0, 4027|0, 281|0, 766|0, 53|0, 12"
5,52|962|1161|2045|2769|3636|5104,1|3|2|1|1|1|16,"0, 254|0, 138;0, 1269;0, 1304|0, 475;0, 514|0, 31|0, 971|0, 836|3, 1;0, 3;0, 19;0, 55;0, 89;0, 119;0, 335;0, 377;0, 476;0, 512;0, 578;0, 604;0, 672;0, 874;0, 1134;2, 5"
6,52|91|100|305|399|635|1011|1036|1045|1138|1300|1351|1387|1431|1464|1479|1480|1604|1749|1779|1792|1799|1853|2042|2225|2255|2375|2403|2438|2680|2794|2795|2962|3006|3355|3390|3429|3708|3720|3813|3880|3951|3963|4046|4086|4109|4114|4138|4203|4281|4287|4288|4294|4316|4325|4446|4579|4662|4795|4804|4845|4940|4943|4969|4973|5010|5065|5183|5218|5254|5273|5313|5359|5366,2|1|4|1|1|1|1|1|1|1|4|1|2|1|1|5|2|1|3|1|2|2|1|4|2|4|2|1|1|1|1|1|2|1|1|1|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|2|1|3|1|1|8|2|2|1|1|2|1|2|1|1|1,"0, 259;0, 286|0, 391|0, 701;0, 740;0, 811;0, 849|0, 439|0, 3213|0, 453|0, 533|0, 188|0, 132|0, 369|0, 1905;0, 2279;0, 2363;0, 2399|0, 511|0, 34;0, 121|0, 593|0, 467|0, 581;0, 589;0, 702;0, 1018;0, 1056|0, 13;0, 37|0, 506|0, 333;0, 587;0, 747|0, 156|0, 470;0, 663|0, 553;0, 577|0, 869|0, 1660;0, 2205;0, 2286;0, 2364|0, 1171;0, 1181|0, 8;0, 2878;0, 3791;0, 7211|0, 654;0, 702|0, 99|0, 1229|0, 384|0, 906|0, 660|0, 960;0, 1205|0, 1807|3, 6|0, 1197|0, 595;0, 732;0, 764|0, 5442|0, 54;0, 628|0, 1306|0, 97|0, 271|0, 101|0, 453|0, 123|0, 243|0, 576|0, 634|0, 2787|0, 1599|0, 526|0, 1119|0, 1233|0, 518;0, 1092|0, 601|0, 3332|0, 351|0, 1512|0, 1146;0, 1304|0, 499|0, 54;0, 1630;0, 2041|0, 1124|0, 872|0, 1733;0, 2120;0, 2244;0, 2279;0, 2287;0, 2318;0, 2332;0, 2934|0, 1590;0, 1805|0, 161;0, 230|0, 143|0, 346|0, 1117;0, 1147|0, 253|0, 295;0, 306|0, 1369|0, 730|0, 1108"
7,52|1320,1|1,"0, 281|0, 645"
8,52|1271|1310|1593|2182|2673|2732|3334|3828|3888|4039|4468|4497|5205|5268|5544,1|2|1|1|1|1|1|2|1|1|1|2|4|2|2|1,"0, 282|0, 1087;0, 1122|0, 258|0, 1673|0, 206|0, 106|0, 308|0, 240;0, 253|0, 870|0, 730|0, 874|0, 2207;0, 2324|0, 839;0, 850;0, 857;0, 873|0, 232;0, 238|0, 1864;0, 1896|0, 1813"
9,52|87|207|410|455|474|536|774|803|810|835|903|917|927|979|1080|1152|1177|1239|1260|1300|1303|1349|1386|1389|1585|1607|1646|1672|1684|1749|1819|1844|1863|1907|1961|1989|2092|2107|2375|2431|2456|2605|2777|2850|2908|3091|3159|3235|3256|3279|3438|3457|3509|3546|3696|4052|4178|4229|4246|4280|4468|4489|4499|4513|4618|4853|4863|4963|4969|4972|5118|5126|5304|5357|5450|5567|5578|5604,1|1|1|3|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|12|2|1|1|1|4|1|1|1|1|2|1|1|2|1|2|1|1|1|1|3|1|1|1|10|2|1|1|1|1|1|1|1|1|1|1|4|2,"0, 295|0, 694|0, 98|0, 976;0, 984;0, 1013|0, 22;0, 73|0, 1863|0, 51|0, 395|0, 91;0, 135|0, 52|0, 633|0, 852|0, 286|0, 424|0, 53|0, 929|0, 382|0, 321|0, 649|0, 943|0, 623|0, 628|0, 796|0, 184;0, 204;0, 221|0, 396|0, 581|0, 66|0, 371|0, 610|0, 360|0, 38|0, 1106|0, 509|0, 1711|0, 259|0, 376|0, 1183|0, 214|0, 600|0, 1051|0, 313|0, 848;0, 881;0, 900;0, 907;0, 941;0, 1450;0, 1462;0, 1507;0, 1518;0, 1583;0, 1605;0, 1727|0, 399;0, 3495|0, 1561|0, 1342|0, 1748|0, 45;0, 171;0, 239;0, 287|0, 430|0, 1199|0, 1277|0, 1606|0, 672;0, 696|0, 4|0, 586|0, 433;0, 448|0, 91|0, 197;0, 307|0, 857|0, 250|0, 409|0, 5683|0, 1786;0, 1859;0, 2050|0, 922|0, 118|0, 69|0, 600;0, 3141;0, 3277;0, 3318;0, 3442;0, 3486;0, 3657;0, 5035;0, 7160;0, 7513|0, 8;0, 257|0, 722|0, 1327|0, 12|0, 773|0, 4792|0, 600|0, 762|0, 389|0, 11907|0, 740|0, 10;0, 381;0, 422;0, 615|0, 170;0, 643"
