wordID,docID,frequency,hitlist
0,495|893|1094|1841|2864|3149|3887|4041|4662|4901|5044|5442,1|1|1|1|1|1|1|2|1|1|4|1,"0, 2256|0, 1200|0, 1671|0, 6514|0, 114|0, 276|0, 2101|0, 152;0, 598|0, 460|0, 624|0, 21;0, 80;0, 303;0, 327|0, 67"
1,495|1115|1641,1|2|1,"0, 2386|0, 33;0, 109|0, 128"
2,495|727,1|1,"0, 2390|0, 343"
3,495|511|1308|1334|1383|1687|1891|1937|2243|2495|2532|2691|3215|3239|3303|3518|3580|3711|3985|4103|4110|4268|4402|4650|4699|4820|5047|5171|5216|5267|5304|5388|5389|5439|5475|5611,1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,"0, 2485|0, 505|0, 631|0, 487|0, 522|0, 638|0, 359|0, 985|0, 1803|0, 280|0, 69|0, 858|0, 628|0, 764;0, 786|0, 10|0, 1420|0, 339|0, 591|0, 55|0, 978|0, 1982|0, 147|0, 1356|0, 1061|0, 1149|0, 705|0, 937|0, 1559|0, 1171|0, 1225|0, 150|0, 1048|0, 158|0, 86|0, 56|0, 432"
4,495,1,"0, 2490"
5,495|642|1663|2160|4797,1|1|1|1|1,"0, 2501|0, 1844|0, 509|0, 920|0, 436"
6,496|534|752|868|1634|1652|1667|1948|1992|2274|2448|3616|3638|3721|3957|4087|4456|5069,2|1|1|2|1|2|1|1|1|2|2|1|4|1|14|20|1|4,"0, 2;1, 2|0, 753|0, 481|0, 367;0, 423|0, 544|0, 683;0, 692|0, 897|0, 1989|0, 246|0, 2;1, 2|0, 2;1, 2|0, 154|0, 424;0, 1108;0, 1114;0, 1136|0, 1242|0, 65;0, 68;0, 99;0, 137;0, 150;0, 162;0, 165;0, 182;0, 225;0, 257;0, 324;0, 356;0, 1664;0, 1761|3, 4;0, 19;0, 38;0, 60;0, 82;0, 152;0, 167;0, 196;0, 201;0, 210;0, 254;0, 264;0, 451;0, 467;0, 485;0, 501;0, 531;0, 547;0, 578;0, 608|0, 2897|0, 395;0, 411;0, 435;0, 869"
7,496|564|646|779|952|1185|1292|1415|1486|1720|2045|2084|2087|2121|2527|2722|2726|2864|2967|3176|3259|3329|3425|3467|3570|4334|4485|4605|4714|4972|5237|5243|5406,1|1|1|1|1|1|2|1|1|1|1|1|1|3|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|1,"0, 185|0, 304|0, 309|0, 142|0, 500|0, 48|0, 35;0, 146|0, 1240|0, 62|0, 12|0, 529|0, 57|0, 471|0, 973;0, 992;0, 1017|0, 118|0, 2169|0, 586|0, 2276|0, 589|0, 376|0, 411;0, 487|0, 923;0, 927|0, 1232|0, 317|0, 82|0, 2352|0, 630|0, 1840|0, 114|0, 1237|0, 720|0, 15321|0, 590"
8,496|5353,1|1,"0, 417|0, 933"
9,496|1165|4643,1|1|1,"0, 619|0, 309|3, 10"
10,496|664|697|994|1185|2462|2687|2820|2952|3535|3781|3946|4772|5411|5573,1|1|2|1|1|1|1|1|1|1|2|5|1|1|1,"0, 763|0, 1827|0, 53;0, 169|0, 626|0, 1702|0, 119|0, 1699|0, 2454|0, 700|0, 1195|0, 373;0, 433|0, 1621;0, 2524;0, 2581;0, 2584;0, 2668|0, 739|0, 66|0, 221"
11,496,1,"0, 888"
