wordID,docID,frequency,hitlist
0,3471,1,"0, 927"
1,3471,1,"0, 932"
2,3471|4119|4316|4394,1|2|1|1,"0, 1789|0, 695;2, 10|0, 1171|0, 2311"
3,3471,1,"0, 1853"
4,3471|3568|3941,1|1|1,"0, 1984|0, 523|0, 3867"
5,3471,1,"0, 2234"
6,3471,1,"1, 2"
7,3472,1,"0, 102"
8,3472,1,"0, 123"
9,3472,2,"0, 646;0, 1201"
10,3473|3955|4242|5338,4|3|1|1,"0, 82;0, 99;0, 338;0, 700|0, 531;0, 569;0, 586|0, 298|0, 141"
11,3473,4,"0, 334;0, 345;0, 1372;0, 1381"
12,3473,1,"0, 342"
13,3473,1,"0, 348"
14,3473,1,"0, 350"
15,3473,1,"0, 383"
16,3473,7,"0, 392;0, 451;0, 460;0, 470;0, 943;0, 1085;0, 1163"
17,3473,2,"0, 440;0, 449"
18,3473,1,"0, 442"
19,3473,1,"0, 506"
20,3473,1,"0, 540"
21,3473,2,"0, 550;0, 569"
22,3473,1,"0, 556"
23,3473,1,"0, 565"
24,3473,1,"0, 588"
25,3473|4729,2|2,"0, 659;0, 704|0, 1092;0, 1683"
26,3473,1,"0, 665"
27,3473,1,"0, 685"
28,3473,1,"0, 834"
29,3473,1,"0, 834"
30,3473|3646|3999|4751|4873|5097,1|2|1|47|1|1,"0, 904|0, 211;0, 219|0, 581|0, 340;0, 342;0, 363;0, 368;0, 375;0, 382;0, 386;0, 406;0, 473;0, 515;0, 609;0, 738;0, 755;0, 815;0, 854;0, 903;0, 946;0, 987;0, 1011;0, 1023;0, 1047;0, 1298;0, 1443;0, 1556;0, 1624;0, 1646;0, 1677;0, 1691;0, 1704;0, 1716;0, 1767;0, 1837;0, 1880;0, 1994;0, 2052;0, 2132;0, 2156;0, 2166;0, 2200;0, 2220;0, 2302;0, 2914;0, 3008;0, 3682;0, 4276;0, 4421;0, 4428|0, 841|0, 362"
31,3473,1,"0, 935"
32,3473,3,"0, 937;0, 1076;0, 1151"
33,3473,1,"0, 939"
34,3473,4,"0, 958;0, 1100;0, 1178;0, 1267"
35,3473,1,"0, 962"
36,3473,1,"0, 1074"
37,3473,1,"0, 1083"
38,3473,1,"0, 1104"
39,3473|5329,1|1,"0, 1120|0, 83"
40,3473,1,"0, 1149"
41,3473,1,"0, 1161"
42,3473,1,"0, 1182"
43,3473,1,"0, 1246"
44,3473,1,"0, 1248"
45,3473,1,"0, 1250"
46,3473,1,"0, 1252"
47,3473,5,"0, 1354;0, 1406;0, 1558;0, 1653;0, 1767"
48,3473,1,"0, 1368"
49,3473,1,"0, 1377"
50,3473,1,"0, 1670"
51,3473,1,"0, 1672"
52,3473,3,"0, 1675;0, 1782;0, 1798"
53,3473|4033,1|1,"0, 1718|0, 444"
54,3473|4162,1|1,"0, 1721|0, 404"
55,3473,1,"0, 1740"
56,3473,1,"0, 1742"
57,3473,1,"0, 1744"
58,3473,2,"0, 1794;0, 1802"
59,3473,1,"0, 1800"
60,3473,1,"0, 1845"
61,3474,1,"0, 20"
62,3474|3563|4652,5|6|1,"0, 170;0, 217;0, 275;0, 281;0, 296|0, 651;0, 660;0, 773;0, 1280;0, 2483;0, 2494|0, 164"
63,3474,1,"0, 304"
64,3474|4044,1|1,"0, 999|0, 94"
65,3475,1,"0, 419"
66,3476,1,"0, 149"
67,3476,1,"0, 156"
68,3476,1,"0, 157"
69,3476,1,"0, 165"
70,3476,1,"0, 168"
71,3476,1,"0, 169"
72,3476,1,"0, 170"
73,3476,1,"0, 173"
74,3476,1,"0, 174"
75,3476,1,"0, 176"
76,3476,1,"0, 178"
77,3476,1,"0, 179"
78,3476|4323|5517,1|4|1,"0, 185|0, 1039;0, 1061;0, 1117;0, 1139|0, 134"
79,3476,1,"0, 186"
80,3476,1,"0, 188"
81,3476,1,"0, 190"
82,3476,1,"0, 192"
83,3476,1,"0, 273"
84,3476,1,"0, 320"
85,3477|4585,4|2,"0, 81;0, 109;0, 119;0, 904|0, 1386;0, 1397"
86,3477,2,"0, 117;0, 902"
87,3477,5,"0, 131;0, 162;0, 219;0, 920;0, 947"
88,3477,1,"0, 132"
89,3477,2,"0, 134;0, 278"
90,3477,6,"0, 138;0, 150;0, 260;0, 297;0, 923;0, 935"
91,3477,3,"0, 145;0, 304;0, 930"
92,3477,2,"0, 157;0, 942"
93,3477,1,"0, 216"
94,3477,1,"0, 238"
95,3477,1,"0, 309"
96,3477,5,"0, 444;0, 468;0, 547;0, 588;0, 786"
97,3477,1,"0, 452"
98,3477,1,"0, 539"
99,3477,3,"0, 571;0, 975;0, 987"
100,3477,2,"0, 578;0, 971"
101,3477,1,"0, 795"
102,3477,1,"0, 797"
103,3477,1,"0, 799"
104,3477,1,"0, 801"
105,3477,1,"0, 828"
106,3477,1,"0, 830"
107,3477,1,"0, 953"
108,3477,1,"0, 955"
109,3477,1,"0, 1064"
110,3477,1,"0, 1186"
111,3477,1,"0, 1206"
112,3477,1,"0, 1221"
113,3477,1,"0, 1259"
