wordID,docIDs,frequencies,hitlists
0,0,4,"3, 0;0, 62;0, 65;2, 1"
1,0,2,"3, 1;0, 465"
2,0,1,"3, 2"
3,0,1,"3, 4"
4,0,1,"0, 0"
5,0,1,"0, 2"
6,0,1,"0, 3"
7,0,1,"0, 5"
8,0,2,"0, 6;0, 1017"
9,0,4,"0, 7;0, 296;0, 369;0, 1018"
10,0,4,"0, 9;0, 287;0, 420;0, 1020"
11,0,3,"0, 10;0, 343;0, 1021"
12,0,5,"0, 12;0, 17;0, 24;0, 248;0, 1023"
13,0,2,"0, 16;0, 961"
14,0,2,"0, 19;0, 275"
15,0,2,"0, 21;0, 286"
16,0,1,"0, 23"
17,0,1,"0, 27"
18,0,1,"0, 33"
19,0,1,"0, 35"
20,0,1,"0, 43"
21,0,5,"0, 44;0, 68;0, 743;0, 755;0, 969"
22,0,1,"0, 48"
23,0,3,"0, 52;0, 211;0, 927"
24,0,1,"0, 53"
25,0,2,"0, 55;0, 509"
26,0,2,"0, 58;0, 989"
27,0,1,"0, 59"
28,0,1,"0, 61"
29,0,1,"0, 63"
30,0,3,"0, 66;2, 2;2, 5"
31,0,1,"0, 70"
32,0,1,"0, 74"
33,0,1,"0, 77"
34,0,1,"0, 78"
35,0,1,"0, 80"
36,0,3,"0, 81;0, 316;0, 552"
37,0,1,"0, 87"
38,0,2,"0, 93;0, 103"
39,0,1,"0, 95"
40,0,2,"0, 97;0, 921"
41,0,1,"0, 99"
42,0,2,"0, 105;0, 399"
43,0,1,"0, 107"
44,0,1,"0, 109"
45,0,1,"0, 111"
46,0,1,"0, 113"
47,0,1,"0, 115"
48,0,1,"0, 117"
49,0,1,"0, 118"
50,0,6,"0, 120;0, 650;0, 882;0, 902;0, 936;0, 977"
51,0,1,"0, 122"
52,0,1,"0, 124"
53,0,1,"0, 125"
54,0,1,"0, 130"
55,0,1,"0, 131"
56,0,1,"0, 134"
57,0,1,"0, 135"
58,0,2,"0, 136;0, 584"
59,0,1,"0, 137"
60,0,3,"0, 138;0, 468;0, 896"
61,0,1,"0, 140"
62,0,1,"0, 142"
63,0,1,"0, 143"
64,0,1,"0, 145"
65,0,1,"0, 147"
66,0,1,"0, 151"
67,0,1,"0, 153"
68,0,1,"0, 155"
69,0,1,"0, 158"
70,0,1,"0, 160"
71,0,1,"0, 162"
72,0,1,"0, 163"
73,0,1,"0, 165"
74,0,1,"0, 167"
75,0,1,"0, 169"
76,0,1,"0, 172"
77,0,2,"0, 173;0, 283"
78,0,1,"0, 175"
79,0,1,"0, 177"
80,0,1,"0, 180"
81,0,2,"0, 182;0, 654"
82,0,2,"0, 184;0, 397"
83,0,1,"0, 188"
84,0,2,"0, 190;0, 200"
85,0,1,"0, 193"
86,0,1,"0, 195"
87,0,1,"0, 196"
88,0,1,"0, 198"
89,0,1,"0, 203"
90,0,2,"0, 206;0, 404"
91,0,1,"0, 207"
92,0,1,"0, 209"
93,0,1,"0, 215"
94,0,1,"0, 217"
95,0,1,"0, 222"
96,0,1,"0, 226"
97,0,1,"0, 228"
98,0,7,"0, 230;0, 243;0, 264;0, 313;0, 742;0, 754;0, 1015"
99,0,4,"0, 233;0, 683;0, 967;0, 1012"
100,0,1,"0, 239"
101,0,1,"0, 241"
102,0,2,"0, 244;0, 284"
103,0,1,"0, 246"
104,0,1,"0, 249"
105,0,1,"0, 251"
106,0,1,"0, 253"
107,0,2,"0, 256;0, 726"
108,0,1,"0, 258"
109,0,1,"0, 260"
110,0,3,"0, 263;0, 583;0, 905"
111,0,4,"0, 265;0, 306;0, 663;0, 909"
112,0,1,"0, 266"
113,0,4,"0, 269;0, 478;0, 480;0, 993"
114,0,2,"0, 274;0, 409"
115,0,1,"0, 281"
116,0,1,"0, 291"
117,0,1,"0, 293"
118,0,1,"0, 295"
119,0,1,"0, 298"
120,0,1,"0, 302"
121,0,1,"0, 303"
122,0,2,"0, 309;0, 672"
123,0,1,"0, 310"
124,0,2,"0, 319;0, 691"
125,0,1,"0, 320"
126,0,1,"0, 322"
127,0,1,"0, 324"
128,0,1,"0, 325"
129,0,1,"0, 328"
130,0,1,"0, 329"
131,0,1,"0, 330"
132,0,2,"0, 331;0, 366"
133,0,1,"0, 337"
134,0,1,"0, 339"
135,0,1,"0, 340"
136,0,1,"0, 341"
137,0,1,"0, 346"
138,0,1,"0, 348"
139,0,1,"0, 349"
140,0,1,"0, 352"
141,0,1,"0, 353"
142,0,1,"0, 353"
143,0,1,"0, 354"
144,0,1,"0, 356"
145,0,2,"0, 358;0, 1002"
146,0,1,"0, 363"
147,0,1,"0, 368"
148,0,1,"0, 370"
149,0,1,"0, 372"
150,0,1,"0, 373"
151,0,2,"0, 377;0, 555"
152,0,1,"0, 379"
153,0,1,"0, 380"
154,0,1,"0, 384"
155,0,2,"0, 388;0, 436"
156,0,1,"0, 390"
157,0,1,"0, 401"
158,0,1,"0, 407"
159,0,1,"0, 410"
160,0,2,"0, 414;0, 474"
161,0,1,"0, 424"
162,0,1,"0, 429"
163,0,1,"0, 430"
164,0,1,"0, 433"
165,0,1,"0, 438"
166,0,1,"0, 444"
167,0,1,"0, 445"
168,0,1,"0, 447"
169,0,1,"0, 448"
170,0,3,"0, 452;0, 823;0, 926"
171,0,1,"0, 453"
172,0,1,"0, 454"
173,0,1,"0, 464"
174,0,1,"0, 467"
175,0,4,"0, 470;0, 523;0, 537;0, 871"
176,0,1,"0, 472"
177,0,1,"0, 475"
178,0,1,"0, 486"
179,0,1,"0, 492"
180,0,4,"0, 494;0, 950;0, 979;0, 1005"
181,0,1,"0, 494"
182,0,1,"0, 497"
183,0,1,"0, 499"
184,0,1,"0, 501"
185,0,1,"0, 508"
186,0,1,"0, 510"
187,0,1,"0, 511"
188,0,1,"0, 513"
189,0,2,"0, 519;0, 534"
190,0,1,"0, 522"
191,0,1,"0, 528"
192,0,1,"0, 529"
193,0,1,"0, 530"
194,0,1,"0, 540"
195,0,1,"0, 542"
196,0,1,"0, 544"
197,0,1,"0, 546"
198,0,1,"0, 550"
199,0,1,"0, 551"
200,0,1,"0, 557"
201,0,1,"0, 558"
202,0,1,"0, 560"
203,0,1,"0, 562"
204,0,1,"0, 563"
205,0,2,"0, 564;0, 587"
206,0,1,"0, 565"
207,0,1,"0, 571"
208,0,2,"0, 578;0, 821"
209,0,1,"0, 585"
210,0,1,"0, 588"
211,0,1,"0, 591"
212,0,1,"0, 593"
213,0,1,"0, 594"
214,0,2,"0, 597;0, 719"
215,0,1,"0, 600"
216,0,1,"0, 601"
217,0,1,"0, 603"
218,0,2,"0, 604;0, 732"
219,0,2,"0, 607;0, 903"
220,0,2,"0, 608;0, 960"
221,0,1,"0, 611"
222,0,1,"0, 617"
223,0,1,"0, 619"
224,0,1,"0, 624"
225,0,1,"0, 629"
226,0,1,"0, 631"
227,0,1,"0, 636"
228,0,1,"0, 637"
229,0,1,"0, 638"
230,0,1,"0, 640"
231,0,1,"0, 641"
232,0,1,"0, 645"
233,0,1,"0, 653"
234,0,1,"0, 653"
235,0,1,"0, 657"
236,0,1,"0, 658"
237,0,1,"0, 661"
238,0,1,"0, 664"
239,0,1,"0, 666"
240,0,1,"0, 667"
241,0,1,"0, 668"
242,0,2,"0, 673;0, 941"
243,0,1,"0, 674"
244,0,1,"0, 677"
245,0,1,"0, 679"
246,0,1,"0, 682"
247,0,1,"0, 685"
248,0,3,"0, 687;0, 888;0, 892"
249,0,1,"0, 690"
250,0,1,"0, 693"
251,0,1,"0, 696"
252,0,1,"0, 698"
253,0,2,"0, 705;0, 744"
254,0,1,"0, 707"
255,0,1,"0, 716"
256,0,1,"0, 724"
257,0,1,"0, 728"
258,0,1,"0, 730"
259,0,1,"0, 731"
260,0,1,"0, 735"
261,0,1,"0, 741"
262,0,4,"0, 748;0, 830;0, 879;0, 907"
263,0,2,"0, 753;0, 768"
264,0,2,"0, 760;0, 786"
265,0,1,"0, 771"
266,0,1,"0, 772"
267,0,2,"0, 777;0, 798"
268,0,1,"0, 778"
269,0,1,"0, 789"
270,0,1,"0, 792"
271,0,1,"0, 793"
272,0,1,"0, 799"
273,0,1,"0, 807"
274,0,1,"0, 810"
275,0,1,"0, 817"
276,0,1,"0, 829"
277,0,1,"0, 829"
278,0,1,"0, 830"
279,0,1,"0, 841"
280,0,1,"0, 843"
281,0,1,"0, 846"
282,0,1,"0, 849"
283,0,1,"0, 855"
284,0,1,"0, 859"
285,0,1,"0, 862"
286,0,1,"0, 866"
287,0,1,"0, 867"
288,0,1,"0, 869"
289,0,1,"0, 874"
290,0,1,"0, 875"
