wordID,docID,frequency,hitlist
0,3665,1,"1, 2"
1,3666|4565|5338|5380,1|1|1|1,"0, 586|0, 1413|0, 15730|0, 506"
2,3666,1,"0, 619"
3,3666|4953,1|1,"1, 2|0, 227"
4,3668,1,"0, 346"
5,3668,1,"0, 847"
6,3668|5338,2|4,"0, 956;0, 1178|0, 14707;0, 14730;0, 14767;0, 14776"
7,3668,2,"0, 957;0, 1179"
8,3668|3737|5140,1|1|1,"0, 1237|0, 241|0, 1238"
9,3668,1,"1, 2"
10,3669,1,"0, 270"
11,3669,1,"0, 429"
12,3669,1,"0, 448"
13,3669|3736|5338|5498,1|1|2|4,"0, 929|0, 236|0, 1011;0, 1068|0, 339;0, 364;0, 430;0, 456"
14,3669,1,"1, 2"
15,3670,1,"0, 53"
16,3670,1,"0, 124"
17,3670,1,"0, 142"
18,3670,1,"0, 168"
19,3670,1,"1, 2"
20,3671,2,"0, 11;1, 1"
21,3671|3809,1|1,"0, 50|0, 20"
22,3671,1,"0, 83"
23,3671,1,"0, 100"
24,3671,1,"0, 309"
25,3671,1,"0, 602"
26,3671,1,"0, 603"
27,3671,1,"0, 909"
28,3671,1,"0, 1016"
29,3671|3718,1|1,"0, 1123|0, 370"
30,3671|3718,1|1,"0, 1124|0, 371"
31,3671|5313,2|1,"0, 1520;0, 1844|0, 2807"
32,3671,1,"0, 1574"
33,3671,1,"0, 1834"
34,3671,1,"0, 1869"
35,3671,1,"0, 1880"
36,3671|4795,1|2,"0, 1913|0, 1300;0, 1326"
37,3671,1,"0, 2089"
38,3671,1,"0, 2199"
39,3672|4314,2|1,"3, 0;0, 30|0, 993"
40,3672,8,"0, 18;0, 50;0, 91;0, 156;0, 186;0, 206;0, 276;0, 314"
41,3672,1,"0, 183"
42,3672,1,"1, 2"
43,3673,1,"0, 112"
44,3673,1,"0, 153"
45,3673,1,"0, 385"
46,3673,1,"0, 388"
47,3673,1,"0, 460"
48,3673,1,"0, 644"
49,3673,1,"0, 698"
50,3673,1,"0, 706"
51,3673,1,"0, 717"
52,3673,2,"0, 907;0, 1020"
53,3673,1,"0, 908"
54,3673,1,"0, 979"
55,3674,1,"0, 8"
56,3674,1,"0, 41"
57,3674,1,"0, 42"
58,3674|3855,1|1,"0, 44|0, 350"
59,3674,2,"0, 811;1, 1"
60,3674,2,"0, 812;1, 2"
61,3674,6,"0, 814;0, 935;0, 941;0, 1037;0, 1099;0, 1165"
62,3674,6,"0, 816;0, 937;0, 998;0, 1039;0, 1101;0, 1167"
63,3674,6,"0, 818;0, 933;0, 1000;0, 1041;0, 1095;0, 1161"
64,3674|5544,3|1,"0, 930;0, 1092;0, 1247|0, 3795"
65,3674|5544,2|1,"0, 931;0, 1093|0, 3796"
66,3674,1,"0, 996"
67,3674,2,"0, 1032;0, 1250"
68,3674,1,"0, 1033"
69,3674,1,"0, 1090"
70,3674,2,"0, 1156;0, 1245"
71,3674,1,"0, 1159"
72,3675|4091|4476,2|1|1,"3, 8;0, 275|0, 1088|0, 687"
73,3676,1,"0, 242"
74,3676|4446,1|1,"0, 291|0, 702"
75,3676|3984|5159,1|2|3,"0, 345|0, 1303;0, 1408|0, 53;0, 501;0, 681"
76,3676,1,"0, 425"
77,3676,1,"0, 504"
78,3676,1,"0, 570"
79,3677,1,"0, 27"
80,3677,1,"0, 147"
81,3677,1,"0, 264"
82,3677|3868,1|1,"0, 505|0, 727"
83,3677,1,"0, 545"
84,3677,1,"0, 546"
85,3678,1,"0, 0"
86,3678,1,"0, 2"
87,3678,1,"0, 157"
88,3678|3905|4741,1|1|1,"1, 1|0, 628|0, 64"
89,3678|4741,1|1,"1, 2|0, 65"
90,3679,1,"0, 83"
91,3679,1,"0, 84"
92,3679,1,"0, 235"
93,3680,6,"3, 4;0, 27;0, 28;0, 44;0, 73;0, 466"
94,3680|3719|3995|4246|5492,1|3|1|1|7,"0, 13|0, 353;0, 408;0, 1712|0, 586|0, 640|3, 4;0, 4;0, 13;0, 138;0, 241;0, 268;2, 11"
95,3680,1,"0, 486"
96,3680,2,"0, 494;0, 502"
97,3680,2,"0, 555;0, 603"
98,3680,1,"0, 569"
99,3680,1,"1, 1"
100,3680,1,"1, 2"
101,3681|4539|4956|5083,1|1|1|1,"0, 92|0, 944|0, 1009|0, 673"
102,3681,3,"0, 131;0, 164;0, 188"
103,3681,1,"0, 276"
104,3681,1,"0, 316"
105,3681,1,"0, 323"
106,3683,1,"0, 16"
107,3683,1,"0, 251"
108,3683,1,"0, 377"
109,3683,1,"0, 382"
110,3683|4592,1|1,"0, 633|0, 182"
111,3683,1,"0, 917"
112,3683,1,"0, 1185"
113,3683,1,"0, 1195"
114,3683,2,"0, 1332;0, 1424"
115,3683|3951|4659|5248,1|1|1|1,"0, 1505|0, 870|0, 40|0, 573"
116,3684,1,"0, 23"
117,3685,3,"0, 835;0, 1246;0, 1382"
118,3685,11,"0, 869;0, 876;0, 1045;0, 1054;0, 1080;0, 1150;0, 1157;0, 1168;0, 1233;0, 1321;0, 1359"
119,3685,1,"0, 1195"
120,3686,1,"0, 158"
121,3686|4531|5501|5605,1|1|2|1,"0, 573|0, 594|0, 2826;0, 3072|0, 1513"
122,3687,1,"0, 40"
123,3687|4137,7|1,"0, 77;0, 98;0, 130;0, 169;0, 239;0, 251;0, 343|0, 894"
124,3687,8,"0, 375;0, 377;0, 594;0, 632;0, 691;0, 714;0, 777;0, 839"
125,3687,2,"0, 624;0, 706"
126,3687,2,"0, 685;0, 770"
127,3687,1,"0, 728"
128,3687,1,"0, 730"
129,3687,1,"0, 788"
130,3688,1,"0, 24"
131,3689|3819|3839,2|1|1,"0, 0;0, 1168|0, 949|0, 1212"
132,3689|3839,1|1,"0, 15|0, 400"
133,3689|4643|5076,1|1|1,"0, 202|0, 100|0, 905"
134,3689,2,"0, 389;0, 421"
135,3689,1,"0, 624"
136,3689,1,"0, 716"
137,3689|3839,1|1,"0, 1157|0, 1201"
138,3689|3766|3819|3839,1|1|1|1,"0, 1166|0, 881|0, 962|0, 1195"
139,3689,1,"0, 1172"
140,3689|3839,1|1,"0, 1174|0, 1179"
141,3689|3839,1|1,"0, 1175|0, 1180"
142,3689,1,"0, 1177"
143,3689|3819|3839,1|1|1,"0, 1184|0, 968|0, 1204"
144,3689,1,"0, 1187"
145,3689,1,"0, 1189"
146,3689,1,"0, 1190"
147,3690|5605,1|1,"0, 46|0, 1533"
148,3690,1,"0, 58"
149,3690,1,"0, 116"
150,3690,1,"0, 123"
151,3690|5384,1|4,"0, 490|0, 384;0, 494;0, 535;0, 605"
152,3690,1,"0, 541"
153,3690,1,"0, 1034"
154,3690,1,"0, 1035"
155,3690,1,"0, 1036"
156,3690,1,"0, 1224"
157,3691,2,"0, 234;1, 1"
158,3691,2,"0, 235;1, 2"
159,3691|4267|5450,3|6|3,"0, 986;0, 1014;0, 1070|0, 46;0, 155;0, 208;0, 366;0, 394;0, 542|0, 2051;0, 2115;0, 3539"
160,3691|5177,1|1,"0, 1042|0, 1647"
161,3691|4335|5450,3|1|1,"0, 1167;0, 1242;0, 1314|0, 541|0, 2092"
162,3691,1,"0, 1907"
163,3691,2,"0, 1927;0, 3407"
164,3691,1,"0, 2423"
165,3691,1,"0, 2842"
166,3691|4478,1|1,"0, 2891|0, 360"
167,3691|3969,1|1,"0, 3083|0, 827"
168,3691,1,"0, 3091"
169,3691,3,"0, 3431;0, 3665;0, 3694"
170,3692,10,"3, 6;0, 12;0, 43;0, 97;0, 104;0, 228;0, 268;0, 306;0, 570;2, 13"
171,3692,1,"0, 518"
172,3693,5,"0, 223;0, 278;0, 324;0, 413;0, 450"
173,3693,1,"0, 245"
174,3693|5239,1|1,"0, 512|0, 1441"
175,3693,2,"0, 668;0, 685"
176,3693,1,"0, 680"
177,3693,1,"0, 700"
178,3693,1,"0, 704"
179,3693,1,"0, 714"
180,3693,8,"0, 729;0, 736;0, 744;0, 752;0, 759;0, 766;0, 772;0, 884"
181,3693,1,"0, 1073"
182,3693,2,"0, 1173;0, 1198"
183,3693|3768,2|2,"0, 1188;0, 1195|0, 2769;0, 2780"
184,3693,1,"0, 1229"
185,3693,1,"0, 1234"
186,3693,1,"0, 1236"
187,3693,1,"0, 1238"
188,3693|4070|4505|4527|5505,1|1|1|1|1,"1, 1|1, 1|1, 1|1, 1|0, 1465"
189,3694,1,"0, 50"
