wordID,docID,frequency,hitlist
0,4979,1,"0, 1231"
1,4979,1,"0, 1760"
2,4979,1,"0, 1782"
3,4979,1,"0, 1784"
4,4979,4,"0, 1812;0, 1856;0, 1865;0, 2232"
5,4979,1,"0, 1935"
6,4979,1,"0, 2016"
7,4979,1,"0, 2095"
8,4980,1,"0, 46"
9,4980,1,"0, 272"
10,4980,1,"0, 274"
11,4980,2,"0, 277;0, 352"
12,4980,1,"0, 510"
13,4980,2,"0, 1032;0, 1036"
14,4980,1,"0, 1100"
15,4980,2,"0, 1103;0, 1182"
16,4980,1,"0, 1115"
17,4980,1,"0, 1258"
18,4982,2,"3, 0;0, 2"
19,4982,1,"0, 6"
20,4982,1,"0, 16"
21,4982,1,"0, 50"
22,4982,2,"0, 93;0, 93"
23,4982,1,"0, 103"
24,4982,1,"0, 111"
25,4982,1,"0, 137"
26,4982,1,"0, 138"
27,4982,1,"0, 140"
28,4982,1,"0, 155"
29,4982,1,"1, 2"
30,4983,2,"3, 3;0, 205"
31,4983,1,"1, 1"
32,4983,1,"1, 2"
33,4984,5,"3, 4;0, 20;0, 38;0, 64;2, 12"
34,4984,2,"3, 6;0, 22"
35,4984,1,"0, 56"
36,4984,1,"0, 81"
37,4985,8,"3, 7;0, 7;0, 58;0, 74;0, 181;0, 754;0, 2048;2, 11"
38,4985,1,"0, 56"
39,4985,1,"0, 94"
40,4985|5486,2|2,"0, 683;0, 788|0, 396;0, 412"
41,4985,1,"0, 736"
42,4985,1,"0, 883"
43,4985,2,"0, 948;0, 1152"
44,4985,1,"0, 1119"
45,4985,1,"0, 1127"
46,4985,1,"0, 1170"
47,4985,1,"0, 1373"
48,4985,1,"0, 1636"
49,4985,1,"0, 1878"
50,4985,1,"0, 2021"
51,4986|5254,1|1,"0, 22|0, 280"
52,4986,1,"0, 49"
53,4986|5338,1|4,"0, 75|0, 2219;0, 2370;0, 3315;0, 3404"
54,4986,1,"1, 2"
55,4987,1,"3, 0"
56,4987,1,"1, 3"
57,4988,8,"0, 4;0, 15;0, 52;0, 111;0, 145;0, 518;0, 528;0, 534"
58,4988,1,"0, 12"
59,4988,6,"0, 89;0, 261;0, 298;0, 333;0, 339;0, 354"
60,4988,5,"0, 100;0, 203;0, 213;0, 263;0, 479"
61,4988,1,"0, 173"
62,4988,1,"0, 189"
63,4988,3,"0, 236;0, 267;0, 280"
64,4988,4,"0, 283;0, 393;0, 415;0, 469"
65,4988,3,"0, 308;0, 387;0, 405"
66,4989,1,"0, 189"
67,4989,1,"0, 198"
68,4989,1,"0, 330"
69,4990,1,"0, 36"
70,4991,1,"0, 15"
71,4991,1,"0, 150"
72,4991,1,"0, 270"
73,4991,1,"0, 274"
74,4991,1,"0, 360"
75,4991,2,"0, 402;1, 2"
76,4992,1,"0, 6"
77,4992,1,"0, 617"
78,4992,1,"0, 1588"
79,4992,1,"0, 1733"
80,4992,1,"0, 1738"
81,4992,1,"0, 2083"
82,4992,1,"0, 2219"
83,4992,1,"1, 2"
84,4993,2,"0, 170;0, 175"
85,4993,1,"0, 177"
86,4993,1,"0, 197"
87,4993,3,"0, 218;0, 289;0, 471"
88,4993,1,"0, 475"
89,4993,1,"0, 478"
90,4993,2,"0, 559;0, 584"
91,4993,1,"0, 563"
92,4993,1,"0, 586"
93,4993,1,"0, 593"
94,4993,1,"0, 690"
95,4993,1,"0, 692"
96,4993,1,"0, 952"
97,4994,1,"0, 34"
98,4994,1,"0, 62"
99,4994|5221,2|6,"0, 163;0, 164|0, 457;0, 496;0, 573;0, 592;0, 608;0, 717"
100,4994,1,"1, 1"
101,4995,1,"0, 261"
102,4995,2,"0, 312;0, 550"
103,4996,6,"3, 8;0, 22;0, 223;0, 241;0, 288;0, 320"
104,4996,2,"0, 68;0, 142"
105,4996,1,"0, 146"
106,4996,1,"0, 377"
107,4996,1,"1, 2"
108,4997,3,"0, 137;0, 345;0, 602"
109,4997,1,"0, 161"
110,4997,2,"0, 195;0, 512"
111,4997,2,"0, 234;0, 1037"
112,4997,3,"0, 243;0, 252;0, 370"
113,4997,1,"0, 288"
114,4997,1,"0, 488"
115,4997,1,"0, 545"
116,4997,1,"0, 547"
117,4997,1,"0, 559"
118,4997,2,"0, 620;0, 633"
119,4997,1,"0, 693"
120,4997,3,"0, 757;0, 787;0, 836"
121,4997,1,"0, 937"
122,4997,1,"0, 939"
123,4997,1,"0, 942"
124,4997,1,"0, 963"
125,4997,1,"0, 1021"
126,4997,1,"0, 1134"
127,4997|5530,1|1,"0, 1232|0, 1845"
128,4997,1,"0, 1294"
129,4997,1,"0, 1301"
130,4997,1,"0, 1318"
131,4998,1,"0, 271"
132,4999,3,"0, 130;0, 143;0, 317"
133,4999,2,"0, 239;0, 286"
134,4999,1,"0, 246"
135,4999,1,"0, 292"
136,4999,1,"0, 304"
137,5000,1,"0, 46"
138,5001,1,"3, 0"
139,5001,1,"3, 4"
140,5001,1,"3, 5"
141,5001,1,"2, 10"
142,5001,1,"2, 13"
143,5001,1,"1, 2"
144,5002,1,"0, 37"
145,5002,1,"0, 227"
146,5003,1,"0, 1188"
147,5004,1,"0, 802"
148,5004,1,"0, 1501"
149,5005,1,"1, 1"
150,5005,1,"1, 2"
151,5006,1,"0, 380"
152,5006,3,"0, 384;0, 559;0, 840"
153,5006,1,"0, 396"
154,5006,4,"0, 821;0, 927;0, 1074;0, 1225"
155,5006,3,"0, 832;0, 847;0, 1093"
156,5006,1,"0, 876"
157,5006,1,"0, 884"
158,5006,1,"0, 891"
159,5006,1,"0, 898"
160,5006,1,"0, 905"
161,5006,2,"0, 988;0, 1010"
162,5006,1,"0, 1016"
163,5006,1,"0, 1018"
164,5006,1,"0, 1033"
165,5006,1,"0, 1035"
166,5006,1,"0, 1146"
167,5006,1,"0, 1150"
168,5006,1,"0, 1158"
169,5006,1,"0, 1179"
170,5006,1,"0, 1183"
171,5006,1,"0, 1193"
172,5006,1,"0, 1209"
173,5006,4,"0, 1217;0, 1219;0, 1248;0, 1274"
174,5006,1,"0, 1233"
175,5006,1,"0, 1235"
176,5006,1,"0, 1240"
177,5006,1,"0, 1247"
178,5006,1,"0, 1250"
179,5006,1,"0, 1306"
