wordID,docID,frequency,hitlist
0,3779|4543,1|1,"0, 688|0, 222"
1,3779,1,"0, 848"
2,3779,1,"0, 855"
3,3779,1,"0, 856"
4,3779,1,"0, 858"
5,3779,1,"0, 1207"
6,3779|5338,1|2,"0, 1309|0, 556;0, 686"
7,3779|4074,1|2,"0, 1311|0, 286;0, 323"
8,3779,1,"0, 1600"
9,3779,1,"0, 1601"
10,3779,1,"0, 1602"
11,3779,1,"0, 1603"
12,3779,1,"0, 1606"
13,3779,1,"0, 1607"
14,3779,1,"0, 1646"
15,3779,1,"0, 1795"
16,3779,1,"0, 1807"
17,3779,1,"0, 1865"
18,3779,1,"0, 2073"
19,3779|4072,1|1,"0, 2108|0, 500"
20,3781,1,"0, 95"
21,3781,1,"0, 123"
22,3781,1,"0, 139"
23,3781,1,"0, 140"
24,3781,1,"0, 219"
25,3781,1,"1, 1"
26,3781,1,"1, 2"
27,3783|4151|4528|4914,1|1|1|1,"0, 3|0, 590|0, 221|0, 13"
28,3783,1,"0, 109"
29,3783|4756,1|4,"0, 206|0, 633;0, 1327;0, 3369;0, 7779"
30,3783,2,"0, 321;0, 328"
31,3783,1,"0, 326"
32,3783,3,"0, 460;0, 594;0, 652"
33,3783,1,"0, 491"
34,3783,2,"0, 491;0, 622"
35,3783,2,"0, 493;0, 624"
36,3783,1,"0, 495"
37,3783,2,"0, 495;0, 630"
38,3783,1,"0, 503"
39,3783,1,"0, 505"
40,3783,2,"0, 507;0, 718"
41,3783,2,"0, 511;0, 654"
42,3783,1,"0, 528"
43,3783,1,"0, 590"
44,3783,1,"0, 626"
45,3783,5,"0, 628;0, 642;0, 704;0, 712;0, 720"
46,3783,1,"0, 638"
47,3783,1,"0, 642"
48,3783,2,"0, 667;0, 690"
49,3783,2,"0, 671;0, 694"
50,3783|4166,1|2,"0, 686|0, 1982;0, 2030"
51,3783,1,"0, 688"
52,3783,1,"0, 759"
53,3783,1,"0, 789"
54,3783,1,"1, 2"
55,3784,1,"0, 202"
56,3784,1,"0, 371"
57,3784,1,"0, 374"
58,3784,1,"0, 650"
59,3784|4454,1|1,"0, 1078|0, 814"
60,3784,1,"0, 1079"
61,3784,1,"0, 1255"
62,3784|5275,1|1,"1, 1|0, 59"
63,3784,1,"1, 2"
64,3785|4407,1|1,"0, 45|0, 282"
65,3785,1,"0, 81"
66,3785,3,"0, 88;0, 126;0, 3325"
67,3785|4357,1|1,"0, 1959|0, 1872"
68,3785,2,"0, 2473;0, 2506"
69,3785,1,"0, 2538"
70,3785,1,"0, 3067"
71,3785,1,"1, 2"
72,3786,1,"0, 362"
73,3786,1,"0, 571"
74,3786,1,"0, 1117"
75,3786,1,"0, 1183"
76,3786,1,"0, 1209"
77,3786,1,"0, 1223"
78,3786,1,"0, 1258"
79,3786,1,"1, 2"
80,3787,1,"0, 148"
81,3788,1,"0, 422"
82,3788,1,"0, 424"
83,3788,1,"0, 426"
84,3788|4812,1|1,"1, 1|0, 110"
85,3788,1,"1, 2"
86,3789,1,"0, 149"
87,3789,1,"0, 390"
88,3789,1,"0, 394"
89,3789,1,"0, 394"
90,3789,3,"0, 426;0, 429;0, 621"
91,3789,2,"0, 428;0, 628"
92,3789,1,"0, 623"
93,3789,1,"1, 2"
94,3790,22,"3, 7;0, 72;0, 326;0, 328;0, 418;0, 423;0, 429;0, 433;0, 438;0, 652;0, 661;0, 693;0, 764;0, 870;0, 893;0, 1003;0, 1013;0, 1019;0, 1024;0, 1053;0, 1122;0, 1204"
95,3790,1,"0, 276"
96,3790,1,"0, 288"
97,3790,1,"0, 437"
98,3790,1,"0, 452"
99,3790,1,"0, 514"
100,3790|4239,1|1,"0, 627|0, 235"
101,3790,3,"0, 703;0, 895;0, 1055"
102,3790,1,"0, 734"
103,3790,1,"0, 995"
104,3790,1,"0, 1020"
105,3790|4640,1|10,"0, 1060|0, 222;0, 244;0, 310;0, 372;0, 473;0, 516;0, 930;0, 1026;0, 1373;0, 1657"
106,3790,1,"0, 1309"
107,3790,1,"0, 1330"
108,3790,1,"0, 1340"
109,3790,1,"0, 1340"
