wordID,docID,frequency,hitlist
0,5240,1,"0, 42"
1,5240,5,"0, 477;0, 489;0, 531;0, 624;0, 1328"
2,5240,2,"0, 914;0, 1257"
3,5240|5313,2|2,"0, 1152;0, 1426|0, 1609;0, 1628"
4,5240,1,"0, 1203"
5,5240,1,"1, 2"
6,5241,1,"0, 425"
7,5241,1,"0, 762"
8,5242,1,"0, 692"
9,5242,1,"0, 1195"
10,5242,1,"0, 1524"
11,5242,1,"0, 2121"
12,5242,1,"0, 2241"
13,5243,1,"0, 29"
14,5243,1,"0, 2215"
15,5243,1,"0, 2715"
16,5243,4,"0, 3969;0, 4030;0, 11535;0, 12278"
17,5243,1,"0, 4454"
18,5243,1,"0, 4455"
19,5243,1,"0, 4545"
20,5243,1,"0, 5782"
21,5243,2,"0, 6452;0, 6474"
22,5243,1,"0, 6946"
23,5243|5568|5611,1|1|1,"0, 7066|0, 246|0, 557"
24,5243,1,"0, 8668"
25,5243,1,"0, 8826"
26,5243,1,"0, 9799"
27,5243,1,"0, 10331"
28,5243,1,"0, 12395"
29,5243,1,"0, 13090"
30,5243,1,"0, 13953"
31,5243,1,"0, 14061"
32,5243,1,"0, 14398"
33,5243,1,"0, 15246"
34,5244,1,"0, 55"
35,5244,1,"0, 56"
36,5244,2,"0, 556;0, 626"
37,5244,3,"0, 559;0, 579;0, 608"
38,5244,3,"0, 1205;0, 1212;1, 2"
39,5244,1,"0, 1207"
40,5244,1,"0, 1214"
41,5244,1,"0, 1217"
42,5244,1,"0, 1219"
43,5245,1,"0, 21"
44,5245,1,"0, 24"
45,5245,1,"0, 278"
46,5245,1,"0, 291"
47,5245,1,"0, 328"
48,5245,1,"1, 2"
49,5246,2,"3, 3;0, 9"
50,5247,1,"0, 350"
51,5247,1,"2, 1"
52,5247,1,"1, 3"
53,5248,1,"1, 1"
54,5248,1,"1, 2"
55,5250,4,"3, 1;0, 157;0, 380;0, 567"
56,5250,1,"0, 653"
57,5250,1,"1, 3"
58,5251,1,"0, 14"
59,5251,1,"0, 329"
60,5252,1,"0, 23"
61,5252,1,"0, 215"
62,5252,1,"0, 498"
63,5252,1,"0, 627"
64,5252,1,"0, 885"
65,5253,1,"0, 76"
66,5253,1,"0, 468"
67,5253,8,"0, 599;0, 613;0, 863;0, 880;0, 914;0, 1036;0, 1160;0, 1193"
68,5253,7,"0, 612;0, 862;0, 879;0, 913;0, 1035;0, 1159;0, 1192"
69,5253,1,"0, 683"
70,5253,1,"0, 766"
71,5253,1,"0, 1052"
72,5253,1,"0, 1273"
73,5253,1,"1, 2"
74,5254,1,"0, 99"
75,5254,1,"0, 271"
76,5254,1,"0, 273"
77,5254,1,"0, 370"
78,5254,1,"0, 421"
79,5254|5501,1|5,"0, 489|0, 1067;0, 1152;0, 1792;0, 1795;0, 2273"
80,5254,1,"0, 491"
81,5254,1,"0, 581"
82,5254,1,"0, 769"
83,5254,1,"0, 772"
84,5254,1,"0, 1278"
85,5254,2,"0, 1349;0, 1577"
86,5254,1,"0, 1388"
87,5254,1,"0, 1391"
88,5254,2,"0, 1481;0, 2240"
89,5254,1,"0, 1536"
90,5254,1,"0, 1697"
91,5254,1,"0, 1900"
92,5254,1,"0, 1939"
93,5254,1,"0, 1940"
94,5254,1,"0, 2238"
95,5255,4,"3, 1;0, 48;0, 276;2, 9"
96,5255|5338|5551,1|1|1,"0, 0|0, 12262|0, 19"
97,5255,1,"0, 319"
98,5255,1,"0, 439"
99,5257,1,"0, 211"
100,5258,1,"0, 31"
101,5258,1,"0, 794"
102,5259|5313|5422,1|1|7,"0, 98|0, 1491|3, 7;0, 7;0, 33;0, 458;0, 738;0, 950;0, 967"
103,5259,1,"0, 334"
104,5260,1,"0, 384"
105,5261,1,"0, 491"
106,5261,1,"0, 668"
107,5261,1,"0, 803"
108,5262,1,"0, 415"
109,5262,1,"1, 2"
110,5263,1,"0, 105"
111,5263,1,"0, 115"
112,5263,1,"0, 296"
113,5263,1,"0, 298"
114,5263,1,"0, 300"
115,5263,1,"0, 302"
116,5263,2,"0, 543;0, 604"
117,5263,2,"0, 556;0, 617"
118,5263,2,"0, 563;0, 624"
119,5263,2,"0, 684;0, 706"
120,5263|5357,2|1,"0, 803;0, 836|0, 294"
121,5263,2,"0, 864;0, 892"
122,5263,1,"0, 1028"
123,5263,1,"1, 2"
124,5264,1,"0, 463"
125,5264,2,"0, 463;0, 463"
126,5264,3,"0, 463;0, 525;0, 569"
127,5264,1,"0, 469"
128,5264,1,"0, 510"
129,5264,2,"0, 571;0, 630"
130,5264,2,"0, 574;0, 638"
131,5264,1,"0, 610"
132,5264,1,"0, 700"
133,5264,1,"0, 726"
134,5264,1,"0, 735"
135,5264,1,"0, 768"
136,5264,1,"0, 789"
137,5264,1,"0, 802"
138,5264,1,"0, 805"
139,5264,1,"0, 817"
140,5264,1,"0, 820"
141,5264,1,"0, 831"
142,5264,1,"0, 862"
143,5264,1,"0, 930"
144,5264,1,"0, 937"
145,5264,1,"0, 939"
146,5264,2,"0, 941;0, 979"
147,5264,1,"0, 951"
148,5264,1,"0, 968"
149,5265,19,"3, 5;0, 79;0, 101;0, 136;0, 149;0, 177;0, 198;0, 517;0, 656;0, 876;0, 921;0, 959;0, 981;0, 989;0, 1007;0, 1023;0, 1030;0, 1033;2, 12"
150,5265,3,"0, 2;0, 290;0, 928"
151,5265,2,"0, 133;0, 186"
152,5265,5,"0, 180;0, 663;0, 909;0, 1025;0, 1039"
153,5265,1,"0, 464"
154,5265,1,"0, 467"
155,5265,1,"0, 473"
156,5265,1,"0, 485"
157,5265,1,"0, 600"
158,5265,2,"0, 685;0, 710"
159,5265,3,"0, 689;0, 722;0, 871"
160,5265,1,"0, 739"
161,5265,1,"0, 774"
162,5265,1,"0, 848"
163,5265,1,"0, 853"
164,5267,1,"0, 430"
165,5267,1,"0, 477"
166,5267,1,"0, 538"
167,5267,1,"0, 544"
168,5267,6,"0, 917;0, 975;0, 1001;0, 1075;0, 1119;0, 1150"
169,5267,1,"0, 925"
170,5267|5336,1|1,"0, 928|1, 2"
171,5267,1,"0, 929"
172,5267,1,"0, 984"
173,5267,1,"0, 985"
174,5267,1,"0, 1494"
175,5267,1,"0, 1518"
176,5267,1,"0, 1522"
177,5267|5342,2|1,"0, 1554;0, 1610|0, 1271"
178,5267,1,"0, 1651"
179,5267,1,"2, 17"
180,5267,1,"1, 1"
181,5267,1,"1, 2"
182,5268,1,"0, 72"
183,5268,2,"0, 166;0, 230"
184,5268,3,"0, 187;0, 405;0, 434"
185,5268,1,"0, 466"
186,5268,1,"0, 480"
187,5268,2,"0, 544;0, 1713"
188,5268,1,"0, 561"
189,5268,3,"0, 617;0, 650;0, 662"
190,5268,1,"0, 655"
191,5268,2,"0, 659;0, 666"
192,5268,1,"0, 667"
193,5268,2,"0, 669;0, 731"
194,5268,1,"0, 673"
195,5268,2,"0, 686;0, 690"
196,5268,1,"0, 694"
197,5268,1,"0, 699"
198,5268,1,"0, 704"
199,5268,1,"0, 713"
200,5268,2,"0, 729;0, 754"
201,5268,3,"0, 734;0, 808;0, 2452"
202,5268,2,"0, 737;0, 811"
203,5268,4,"0, 740;0, 1181;0, 1371;0, 1724"
204,5268,6,"0, 771;0, 781;0, 814;0, 1092;0, 1475;0, 1539"
205,5268,1,"0, 800"
206,5268,2,"0, 802;0, 854"
207,5268,1,"0, 805"
208,5268,7,"0, 821;0, 871;0, 875;0, 920;0, 924;0, 969;0, 973"
209,5268,1,"0, 826"
210,5268,1,"0, 830"
211,5268,1,"0, 834"
212,5268,1,"0, 844"
213,5268,1,"0, 852"
214,5268,1,"0, 858"
215,5268,6,"0, 872;0, 882;0, 980;0, 1021;0, 1036;0, 1052"
216,5268,1,"0, 879"
217,5268,1,"0, 886"
218,5268,1,"0, 891"
219,5268,2,"0, 894;0, 992"
220,5268,1,"0, 898"
221,5268,2,"0, 906;0, 1004"
222,5268,3,"0, 910;0, 955;0, 1008"
223,5268,1,"0, 915"
224,5268,4,"0, 921;0, 931;0, 1029;0, 1064"
225,5268,1,"0, 928"
226,5268,1,"0, 935"
227,5268,1,"0, 940"
228,5268,1,"0, 943"
229,5268,1,"0, 947"
230,5268,1,"0, 959"
231,5268,1,"0, 964"
232,5268,3,"0, 970;0, 1044;0, 1076"
233,5268,1,"0, 977"
234,5268,1,"0, 984"
235,5268,1,"0, 989"
236,5268,1,"0, 996"
237,5268,1,"0, 1013"
238,5268,2,"0, 1027;0, 1042"
239,5268,1,"0, 1055"
240,5268,1,"0, 1067"
241,5268,1,"0, 1079"
242,5268,4,"0, 1095;0, 1133;0, 1153;0, 1187"
243,5268,4,"0, 1098;0, 1136;0, 1156;0, 1189"
244,5268,7,"0, 1102;0, 1140;0, 1311;0, 1346;0, 1374;0, 1479;0, 1556"
245,5268,1,"0, 1170"
246,5268,4,"0, 1172;0, 1223;0, 1362;0, 1401"
247,5268,1,"0, 1175"
248,5268,1,"0, 1178"
249,5268,4,"0, 1184;0, 1226;0, 1566;0, 1596"
250,5268,1,"0, 1198"
251,5268,1,"0, 1202"
252,5268,1,"0, 1206"
253,5268,2,"0, 1212;0, 1230"
254,5268,1,"0, 1221"
255,5268,1,"0, 1258"
256,5268,1,"0, 1270"
257,5268,1,"0, 1293"
258,5268,5,"0, 1325;0, 1387;0, 1735;0, 1741;0, 1747"
259,5268,3,"0, 1334;0, 1354;0, 1384"
260,5268,1,"0, 1360"
261,5268,2,"0, 1365;0, 1721"
262,5268,1,"0, 1368"
263,5268,1,"0, 1396"
264,5268,1,"0, 1399"
265,5268,1,"0, 1405"
266,5268,1,"0, 1425"
267,5268,1,"0, 1492"
268,5268,2,"0, 1558;0, 1664"
269,5268,2,"0, 1560;0, 1593"
270,5268,1,"0, 1563"
271,5268,1,"0, 1588"
272,5268,1,"0, 1591"
273,5268,1,"0, 1600"
274,5268,1,"0, 1626"
275,5268,1,"0, 1631"
276,5268,1,"0, 1641"
277,5268,1,"0, 1648"
278,5268,1,"0, 1667"
279,5268,2,"0, 1715;0, 1791"
280,5268,1,"0, 1718"
281,5268,2,"0, 1738;0, 1814"
282,5268,1,"0, 1760"
283,5268,1,"0, 1764"
284,5268,1,"0, 1771"
285,5268,2,"0, 1780;0, 1811"
286,5268,1,"0, 1795"
287,5268,1,"0, 1817"
288,5268,3,"0, 1844;0, 1846;0, 1921"
289,5268,1,"0, 1851"
290,5268,1,"0, 1875"
291,5268,2,"0, 1899;0, 2008"
292,5268,1,"0, 1902"
293,5268,2,"0, 1905;0, 2011"
294,5268,2,"0, 1908;0, 2014"
295,5268,2,"0, 1911;0, 2017"
296,5268,3,"0, 1918;0, 2024;0, 2027"
297,5268,1,"0, 1923"
298,5268,3,"0, 1933;0, 1937;0, 2043"
299,5268,2,"0, 1947;0, 2052"
300,5268,1,"0, 1986"
301,5268,3,"0, 2003;0, 2280;0, 2551"
302,5268,3,"0, 2004;0, 2281;0, 2552"
303,5268|5414,2|1,"0, 2072;0, 2076|0, 725"
304,5268,2,"0, 2083;0, 2087"
305,5268,3,"0, 2108;0, 2135;0, 2152"
306,5268,2,"0, 2165;0, 2285"
307,5268,1,"0, 2168"
308,5268,3,"0, 2172;0, 2289;0, 2326"
309,5268,3,"0, 2176;0, 2228;0, 2318"
310,5268,2,"0, 2208;0, 2359"
311,5268,2,"0, 2233;0, 2385"
312,5268,1,"0, 2391"
313,5268,1,"0, 2413"
314,5268,1,"0, 2447"
315,5268,2,"0, 2449;0, 2556"
316,5268,3,"0, 2456;0, 2563;0, 2579"
317,5268,2,"0, 2470;0, 2571"
318,5268,3,"0, 2472;0, 2480;0, 2588"
319,5268,2,"0, 2502;0, 2612"
320,5268,1,"0, 2534"
321,5268,1,"0, 2559"
322,5268,2,"0, 2567;0, 2574"
323,5268,1,"0, 2635"
324,5268,2,"0, 2642;0, 2660"
325,5268,3,"0, 2655;0, 2686;0, 2713"
326,5268,3,"0, 2674;0, 2682;0, 2688"
327,5268,1,"0, 2676"
328,5268,1,"0, 2690"
329,5268,1,"0, 2787"
330,5268,2,"0, 2789;0, 2881"
331,5268,1,"0, 2792"
332,5268,1,"0, 2795"
333,5268,2,"0, 2798;0, 2884"
334,5268,1,"0, 2854"
335,5268,1,"0, 2860"
336,5268,1,"0, 2866"
337,5268,1,"0, 2872"
338,5268,1,"0, 2890"
339,5268,1,"0, 2898"
340,5269,1,"0, 94"
341,5269,2,"0, 198;0, 200"
342,5269,1,"0, 522"
343,5269,1,"0, 573"
344,5269,1,"0, 672"
345,5270,1,"0, 43"
346,5270,1,"0, 44"
347,5270,1,"0, 789"
348,5270,1,"0, 904"
349,5270,2,"0, 1611;0, 1660"
350,5270,1,"0, 1702"
351,5270,1,"0, 1838"
352,5270,1,"0, 1964"
353,5270,1,"0, 3997"
354,5270,1,"1, 3"
355,5271,1,"1, 1"
356,5272,13,"3, 5;0, 73;0, 75;0, 143;0, 152;0, 161;0, 185;0, 188;0, 205;0, 418;0, 424;0, 510;0, 704"
357,5272,1,"0, 141"
358,5272,1,"0, 506"
359,5272,1,"0, 753"
360,5272,2,"0, 1083;0, 1085"
361,5273,1,"0, 12"
362,5273,1,"0, 274"
363,5273,2,"0, 337;0, 417"
364,5273,1,"0, 339"
365,5273,1,"0, 418"
366,5274,1,"0, 409"
367,5274,1,"0, 484"
368,5274,7,"0, 569;0, 637;0, 812;0, 837;0, 870;0, 1019;2, 1"
369,5274,1,"1, 1"
370,5275,1,"0, 9"
371,5275,1,"0, 57"
372,5275,1,"0, 60"
373,5276,1,"0, 265"
374,5276|5338,3|1,"0, 349;0, 362;0, 1897|0, 8246"
375,5276,1,"0, 357"
376,5276,7,"0, 544;0, 786;0, 948;0, 1043;0, 1061;0, 1087;0, 1111"
377,5276|5564,1|1,"0, 572|0, 726"
378,5276,1,"0, 681"
379,5276,1,"0, 1255"
380,5276,1,"0, 1330"
381,5276,1,"0, 1394"
382,5276,1,"0, 1395"
383,5276,1,"0, 1425"
384,5276,7,"0, 1453;0, 1462;0, 1490;0, 1502;0, 1514;0, 1545;0, 1693"
385,5276,3,"0, 1584;0, 1640;0, 1695"
386,5276,2,"0, 1846;0, 1852"
387,5276,1,"0, 2030"
388,5276,3,"0, 2187;0, 2241;0, 2277"
389,5276,1,"0, 2190"
390,5277,1,"0, 95"
391,5277,1,"0, 103"
392,5277,1,"0, 122"
393,5277,1,"0, 123"
394,5277,1,"0, 129"
395,5279,1,"0, 499"
396,5279,1,"0, 524"
397,5279,2,"0, 537;0, 615"
398,5279,1,"0, 607"
399,5280,1,"0, 3"
400,5280,1,"0, 49"
401,5280,1,"0, 66"
402,5280,1,"0, 203"
403,5281,1,"0, 226"
404,5281,1,"1, 2"
405,5282,1,"0, 10"
