wordID,docID,frequency,hitlist
0,1781,1,"0, 1582"
1,1781,1,"0, 1627"
2,1781|3778,1|1,"0, 1753|0, 581"
3,1781,1,"0, 1789"
4,1781|3265|3804|5443,1|1|1|1,"0, 1810|0, 2086|0, 1796|0, 272"
5,1781,2,"0, 1851;0, 1874"
6,1781,1,"0, 1923"
7,1781|2233,1|1,"0, 1958|0, 1347"
8,1781|3531|4067,1|1|1,"0, 1985|0, 588|0, 670"
9,1781,4,"0, 1997;0, 2020;0, 2091;0, 2137"
10,1781|3270|3318|3364|3456|4385|4402|4627|4672|4725|5073|5237|5471,1|1|1|1|1|1|1|1|1|1|1|1|1,"0, 2046|0, 288|0, 1293|0, 152|0, 712|0, 677|0, 72|0, 443|0, 640|0, 1152|0, 607|0, 1556|0, 420"
11,1781|2655|4548,1|1|1,"0, 2184|0, 2001|0, 152"
12,1782,10,"0, 22;0, 43;0, 74;0, 159;0, 241;0, 493;0, 703;0, 719;0, 781;0, 879"
13,1782,1,"0, 54"
14,1782,16,"0, 80;0, 177;0, 261;0, 291;0, 447;0, 466;0, 476;0, 486;0, 607;0, 665;0, 804;0, 827;0, 888;0, 920;0, 941;0, 955"
15,1782|4252|5338,5|1|1,"0, 296;0, 312;0, 341;0, 387;0, 430|0, 435|0, 17273"
16,1782,1,"0, 323"
17,1782|2180|2365|3227|5237,1|1|1|1|1,"0, 357|0, 524|0, 619|0, 2170|0, 1344"
18,1782,1,"0, 479"
19,1782,1,"0, 634"
20,1782,2,"0, 638;0, 646"
21,1782|4210,1|2,"0, 641|0, 1092;0, 1390"
22,1782,1,"0, 747"
23,1782,1,"0, 853"
24,1782|5032,1|1,"0, 923|0, 2455"
25,1782,1,"0, 939"
26,1783|3606|3626|3650|4100,1|1|1|1|1,"0, 172|0, 542|0, 435|0, 251|0, 1373"
27,1783,1,"0, 252"
28,1783|4266,1|1,"0, 769|0, 2381"
29,1783,1,"2, 7"
30,1783,1,"1, 1"
31,1784|2364,2|1,"3, 3;0, 63|0, 527"
32,1784,1,"0, 13"
33,1784,1,"0, 323"
34,1784|2365,2|1,"0, 353;0, 437|0, 232"
35,1784,3,"0, 489;0, 562;0, 605"
36,1784,3,"0, 639;0, 673;0, 743"
37,1784,1,"0, 781"
38,1784|2786,1|2,"0, 782|0, 22;0, 24"
39,1784|2330|3555|3887|4746|5177,1|1|1|1|1|1,"0, 977|0, 1574|0, 613|0, 676|0, 428|0, 1478"
40,1784,2,"0, 1306;1, 1"
41,1785|2024|3953|5391,1|1|9|1,"0, 31|0, 71|3, 5;0, 8;0, 55;0, 111;0, 828;0, 884;0, 1135;0, 1217;0, 1281|0, 674"
42,1785,1,"0, 260"
43,1786,1,"0, 52"
44,1786|2890|5447,1|1|1,"0, 143|0, 445|0, 147"
45,1786,1,"0, 188"
46,1786|1814|1884|4605|5338|5558,1|1|1|1|1|1,"0, 574|0, 358|0, 2319|0, 1445|0, 6282|0, 3142"
47,1786|2888|2965|3154|4253,1|38|1|1|1,"0, 600|0, 112;0, 124;0, 305;0, 341;0, 381;0, 390;0, 506;0, 529;0, 531;0, 534;0, 588;0, 601;0, 606;0, 652;0, 724;0, 734;0, 745;0, 798;0, 801;0, 806;0, 810;0, 810;0, 816;0, 816;0, 818;0, 818;0, 823;0, 826;0, 853;0, 859;0, 891;0, 899;0, 899;0, 1122;0, 1140;0, 1181;0, 1429;0, 2069|0, 1929|0, 971|0, 500"
48,1786,1,"0, 602"
49,1786|3599|4652|4758,1|1|3|1,"0, 807|0, 928|0, 305;0, 712;0, 1000|0, 161"
50,1786,1,"0, 807"
51,1787,1,"0, 29"
52,1787|3673|4400|5024,8|1|1|2,"0, 31;0, 61;0, 67;0, 127;0, 159;0, 453;0, 531;0, 981|0, 174|0, 1185|0, 5;0, 46"
53,1787,1,"0, 85"
54,1787,15,"0, 87;0, 317;0, 372;0, 431;0, 485;0, 511;0, 594;0, 699;0, 793;0, 937;0, 1019;0, 1108;0, 1119;0, 1161;0, 1186"
55,1787,1,"0, 212"
56,1787,1,"0, 214"
57,1787|3673,1|1,"0, 215|0, 677"
58,1787,1,"0, 221"
59,1787|3909,1|1,"0, 224|0, 977"
60,1787,1,"0, 231"
61,1787,1,"0, 293"
62,1787|2935|3050,2|1|2,"0, 300;0, 861|0, 601|0, 504;0, 1038"
63,1787,1,"0, 355"
64,1787,1,"0, 613"
65,1787,4,"0, 862;0, 871;0, 940;0, 1152"
66,1787|1975,3|1,"0, 884;0, 909;0, 1132|0, 501"
67,1787,1,"0, 894"
68,1787|4563,4|1,"0, 961;0, 967;0, 972;0, 1015|0, 172"
69,1787|4459,1|4,"0, 1112|0, 329;0, 330;0, 408;0, 413"
70,1787|4459,1|4,"0, 1114|0, 427;0, 446;0, 468;0, 486"
71,1788|1865|4520,8|1|1,"3, 16;0, 1;0, 533;0, 1372;0, 1550;0, 2269;0, 2331;0, 2630|0, 1337|0, 24"
72,1788,1,"0, 33"
73,1788|2771|4464,1|1|1,"0, 45|0, 1723|0, 756"
74,1788|2403,4|1,"0, 396;0, 532;0, 637;0, 991|0, 1151"
75,1788,1,"0, 438"
76,1788|2126|2255|2440|3210|3669,2|1|1|2|1|1,"0, 473;0, 2628|0, 613|0, 2033|0, 1567;0, 2119|0, 929|0, 384"
77,1788,1,"0, 510"
78,1788,1,"0, 524"
79,1788,1,"0, 527"
80,1788,1,"0, 528"
81,1788,1,"0, 1004"
82,1788|3721|5450,1|1|1,"0, 1021|0, 1774|0, 3370"
83,1788|4316|5606,2|1|1,"0, 1380;0, 1427|0, 131|0, 914"
84,1788,3,"0, 1398;0, 1417;0, 1532"
85,1788,1,"0, 1588"
86,1788,1,"0, 1672"
87,1788|2483|2526|2791|4522|5217,1|1|1|1|1|1,"0, 1677|0, 163|0, 314|0, 162|0, 2480|0, 749"
88,1788|2519|4046|4131|4413|4612|4676|5302,1|1|1|1|1|1|1|1,"0, 1760|0, 173|0, 388|0, 218|0, 584|0, 3100|0, 1405|0, 391"
89,1788|5584,1|1,"0, 1788|1, 4"
90,1788,1,"0, 1790"
91,1788|4329|4700,1|1|1,"0, 1791|0, 373|0, 7"
92,1788,1,"0, 1792"
93,1788,1,"0, 2144"
94,1788,1,"0, 2190"
95,1788,1,"0, 2275"
96,1788,1,"0, 2337"
97,1788,1,"0, 2431"
98,1788,1,"0, 2530"
99,1788|4418|5578,1|1|1,"0, 2745|0, 1307|0, 1093"
100,1788,1,"0, 2845"
101,1788,1,"0, 2856"
102,1788,2,"0, 2904;0, 2981"
103,1788|4266,1|1,"0, 2949|0, 2354"
104,1788,1,"0, 3126"
105,1789,1,"0, 6"
106,1789|3539|4280,1|1|1,"0, 7|1, 2|0, 34"
107,1789,2,"0, 230;0, 306"
108,1790|5388,1|1,"0, 135|1, 2"
109,1790|3336|3623|4739,1|1|2|1,"0, 139|1, 2|0, 389;0, 535|0, 929"
110,1790|3772,16|8,"0, 250;0, 309;0, 319;0, 590;0, 940;0, 1015;0, 1663;0, 1951;0, 2194;0, 2218;0, 2230;0, 2280;0, 2332;0, 2372;0, 2514;0, 2747|0, 1339;0, 1596;0, 1603;0, 1621;0, 1642;0, 1668;0, 1707;0, 1724"
111,1790|3014|3772,6|2|3,"0, 283;0, 299;0, 886;0, 2021;0, 2300;0, 2855|3, 16;0, 163|0, 1591;0, 1598;0, 1637"
112,1790,2,"0, 303;0, 879"
113,1790,1,"0, 453"
114,1790,2,"0, 580;0, 584"
115,1790|3772,6|2,"0, 582;0, 1658;0, 1681;0, 1705;0, 1863;0, 1890|0, 1804;0, 1879"
116,1790|3772,8|2,"0, 586;0, 1660;0, 1688;0, 1760;0, 1865;0, 1907;0, 1959;0, 2003|0, 1806;0, 1902"
117,1790,1,"0, 588"
118,1790,1,"0, 592"
119,1790,2,"0, 594;0, 1344"
120,1790,1,"0, 624"
121,1790,2,"0, 669;0, 743"
122,1790,2,"0, 683;0, 722"
123,1790,1,"0, 719"
124,1790,5,"0, 748;0, 753;0, 804;0, 1221;0, 1585"
125,1790,1,"0, 1162"
126,1790,4,"0, 1241;0, 1267;0, 1318;0, 1532"
127,1790,1,"0, 1341"
128,1790,12,"0, 1343;0, 1357;0, 1375;0, 1384;0, 1394;0, 1404;0, 1414;0, 1440;0, 1449;0, 1459;0, 1469;0, 1479"
129,1790,1,"0, 1351"
130,1790|5432,1|2,"0, 1353|0, 2448;0, 2455"
131,1790,2,"0, 1364;0, 1429"
132,1790,1,"0, 1610"
133,1790|3772,8|6,"0, 1678;0, 1685;0, 1709;0, 1828;0, 1929;0, 1933;0, 1974;0, 1984|0, 1263;0, 1854;0, 1860;0, 1873;0, 1890;0, 1900"
134,1790|3016|3376|3706|4021|4281|4562,1|1|1|1|1|1|2,"0, 1887|0, 5194|0, 397|0, 2725|0, 75|0, 533|0, 1844;0, 1966"
135,1790,2,"0, 1899;0, 1916"
136,1790,6,"0, 2054;0, 2056;0, 2076;0, 2083;0, 2129;0, 2190"
137,1790|3772,4|4,"0, 2087;0, 2113;0, 2125;0, 2209|0, 1340;0, 1459;0, 1495;0, 1580"
138,1790,4,"0, 2235;0, 2336;0, 2714;0, 2753"
139,1790|3028|4124,3|1|2,"0, 2237;0, 2338;0, 2755|0, 1012|2, 1;1, 1"
140,1790,3,"0, 2240;0, 2341;0, 2758"
141,1790,3,"0, 2255;0, 2356;0, 2773"
142,1790,3,"0, 2261;0, 2362;0, 2779"
143,1790,3,"0, 2261;0, 2362;0, 2779"
144,1790,1,"0, 2389"
145,1790,1,"0, 2424"
146,1790|1872|4626,2|2|1,"0, 2426;0, 2459|0, 2360;0, 3018|0, 4"
147,1790,1,"0, 2448"
148,1790,1,"0, 2487"
