wordID,docID,frequency,hitlist
0,1141,1,"0, 4268"
1,1141|1724|2679|3198|3467|3984|5171,1|1|1|1|1|1|1,"0, 4315|0, 845|0, 1512|0, 569|0, 485|0, 96|0, 1104"
2,1141|1581|1931|2077|2090|2521|3378|3807|4247|4704|5032|5392,1|1|1|1|1|1|1|1|1|2|1|1,"0, 4368|0, 2455|0, 62|0, 344|0, 907|0, 792|0, 596|0, 744|0, 901|0, 207;0, 380|0, 1737|0, 4013"
3,1141|3008|3514|4528|5233|5253,2|1|1|1|1|1,"0, 4421;0, 4424|0, 1152|0, 887|0, 363|0, 1159|0, 1068"
4,1142,1,"0, 199"
5,1142|1768|3016|4115,1|1|1|2,"0, 461|0, 1678|0, 1330|0, 1131;0, 1170"
6,1142,1,"1, 2"
7,1143|1486|2487|2524|3200|3754,1|1|1|1|1|1,"0, 107|0, 273|0, 326|0, 336|0, 258|0, 67"
8,1143|1686|1709|2405|2442|2758|3417|3865|4364|4475|5350,1|1|1|1|1|1|1|1|1|1|1,"0, 176|0, 76|0, 350|0, 89|0, 835|0, 96|0, 300|0, 855|0, 16|0, 219|0, 902"
9,1143|1709|2442|5195,1|1|1|1,"0, 179|0, 254|0, 836|0, 321"
10,1143,2,"0, 200;0, 589"
11,1143|1316|2769|3597|3665|3798|5140,1|1|1|2|1|1|1,"0, 391|0, 849|0, 21|0, 366;0, 378|0, 1094|0, 772|0, 9"
12,1143|2233|2340|2825|3604,1|1|1|1|1,"0, 395|0, 1542|0, 676|0, 784|0, 168"
13,1143|2864|4418|4607,1|1|1|1,"0, 396|0, 449|0, 395|0, 709"
14,1143|1414|1849|2456|2962|3477|3548|3905|4204|4350|4940|5065|5319|5338|5360|5502,1|2|1|2|1|1|1|1|1|1|1|1|1|2|2|1,"0, 401|0, 566;0, 749|0, 1334|0, 652;0, 689|0, 1549|0, 280|0, 1262|0, 998|1, 3|0, 201|0, 146|0, 4|0, 1840|0, 13305;0, 13387|0, 123;0, 230|1, 3"
15,1143|1783|1820|2414|4522|4698|4870|5216,1|1|1|1|1|1|2|1,"0, 633|0, 353|0, 105|0, 545|0, 781|0, 523|0, 1836;0, 2282|0, 2416"
16,1143,1,"0, 884"
