wordID,docID,frequency,hitlist
0,208|236|264|424|454|494|855|1011|1067|1156|1397|1408|1869|3059|3391|3615|3697|4114|4570|4628|4845|5027|5559,1|1|1|1|1|1|5|1|2|1|1|1|1|1|1|3|7|1|1|1|1|2|1,"0, 699|0, 974|0, 213|0, 161|0, 161|0, 265|0, 67;0, 759;0, 788;0, 1377;0, 2572|0, 522|0, 1628;0, 1673|0, 649|0, 259|0, 483|0, 418|0, 780|0, 219|0, 322;0, 347;0, 552|0, 117;0, 133;0, 223;0, 330;0, 796;0, 812;0, 853|0, 1212|0, 623|0, 1037|0, 843|0, 748;0, 784|0, 967"
1,208,1,"0, 722"
2,208,1,"0, 765"
3,208|3345|4205,1|1|1,"0, 766|1, 2|0, 1646"
4,208|3329|4711,1|1|1,"0, 841|0, 220|0, 189"
5,208|715|1573|1921|3824|4357|4890|5060|5353|5450,1|1|1|1|1|1|1|1|1|1,"0, 852|0, 1465|0, 367|0, 375|0, 1164|0, 739|0, 658|0, 997|0, 407|0, 2433"
6,208|1011|1349|1585|2702|3383|4487,1|1|1|1|1|1|1,"0, 880|0, 1827|0, 1099|0, 641|0, 238|0, 420|0, 1174"
7,208|244|590|804|870|942|1006|1245|1310|2020|2087|2122|2736|3012|3081|3155|3277|3309|3390|3612|3741|3794|4228|4314|4410|4542|4572|4997|5114|5243|5318|5360|5377|5392|5582,1|1|1|1|1|1|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|3|1|1|1|1,"0, 930|0, 24|0, 940|0, 1290|0, 5767|0, 265|0, 173|0, 1316;0, 1325|0, 482|0, 426;0, 653|0, 635|0, 84|0, 543|0, 2416|0, 37|0, 458|0, 228|0, 15|0, 302|0, 118|0, 259|0, 1299|0, 3606|0, 913|0, 1923|0, 203|0, 457|0, 441|0, 289;0, 836|0, 7544|0, 15;0, 182;0, 579|0, 382|0, 57|0, 637|0, 585"
8,208|306|516|871|1627|2815|3925|4612|4699,1|1|2|1|2|1|2|1|1,"0, 941|0, 272|0, 2150;0, 2174|0, 313|0, 409;0, 751|0, 38|0, 1158;0, 1469|0, 1677|0, 1080"
9,208|3155|5202,1|1|2,"0, 1125|0, 1300|0, 207;0, 443"
10,208|279|485|1010|1057|1207|1598|1611|1755|1921|2306|2568|2617|2829|3153|3215|3239|3244|3338|3385|3822|4294|5473,1|1|1|1|2|1|1|1|1|2|1|2|1|1|1|1|1|3|1|1|1|1|1,"0, 1177|0, 120|0, 269|0, 1090|0, 136;0, 144|0, 986|0, 224|0, 1201|0, 79|0, 769;0, 1105|0, 2137|0, 240;0, 317|0, 1174|0, 578|0, 234|0, 35|0, 2375|0, 880;0, 3068;0, 3143|0, 2133|0, 1496|0, 970|0, 152|0, 362"
11,208|4695,1|2,"1, 1|0, 146;0, 148"
12,209|225|362|423|471|481|498|501|528|530|564|611|625|740|1033|1143|1214|1221|1401|1487|1497|1533|1733|2013|2163|2618|2630|2651|2873|3305|3531|3551|3576|3714|3830|4003|4140|4199|4328|4342|4393|4398|4489|4559|4605|4695|4913|4934|5428|5501,1|1|3|1|1|1|1|5|1|1|1|1|1|1|1|1|1|1|2|1|1|1|2|1|1|2|1|2|3|1|6|3|2|1|1|1|2|1|1|1|2|1|11|1|1|1|1|1|1|1,"0, 37|0, 1211|0, 585;0, 639;0, 1285|0, 1068|0, 320|0, 1062|0, 54|3, 10;0, 128;0, 164;0, 487;0, 576|0, 66|0, 195|0, 2834|0, 355|0, 416|3, 2|0, 41|0, 332|0, 97|0, 3301|0, 1317;0, 1612|0, 702|0, 800|0, 467|0, 716;0, 735|0, 841|0, 346|0, 729;0, 1894|0, 405|0, 1657;0, 1924|0, 931;0, 1059;0, 1117|0, 887|0, 202;0, 240;0, 247;0, 268;0, 504;0, 1615|0, 386;0, 388;0, 397|0, 206;0, 228|0, 1362|0, 673|0, 397|0, 727;0, 1537|0, 116|0, 1605|0, 3395|0, 1092;0, 1112|0, 1020|0, 766;0, 788;0, 813;0, 832;0, 847;0, 886;0, 902;0, 942;0, 960;0, 1056;0, 1086|0, 158|0, 475|0, 484|0, 644|0, 112|0, 644|0, 2252"
13,209|502|573|870|1029|1141|1221|1512|1581|1682|1800|2191|2208|2212|2288|2330|2396|2560|2676|2795|2911|2997|3206|3319|3330|4192|4242|4512|4589|5204|5246|5257|5338|5353|5383|5422|5456,1|1|2|4|1|1|1|2|1|1|1|1|1|1|3|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|2|1|1|1|1,"0, 54|0, 943|0, 1664;0, 2268|0, 1373;0, 2869;0, 2897;0, 2989|0, 464|0, 965|0, 1094|0, 246;0, 250|0, 1641|0, 1699|0, 499|0, 468|0, 2253|0, 132|0, 517;0, 1608;0, 1701|0, 788|0, 360|0, 48;0, 1793|0, 277|0, 1268|0, 1941|0, 270|0, 77|0, 234|0, 504|0, 271|0, 666|0, 509|0, 110|0, 44;0, 72|0, 365|0, 134|0, 11185;0, 18405|0, 3069|0, 285|0, 132|0, 1576"
14,209|254|328|358|373|376|409|447|492|616|750|760|804|815|1015|1067|1185|1296|1459|1462|1472|1500|1555|1715|1758|1781|1860|1865|1990|1998|2077|2085|2090|2091|2094|2158|2164|2203|2355|2380|2547|2549|2561|2659|2725|2750|2810|2875|2903|2998|3026|3058|3119|3166|3215|3270|3277|3533|3549|3551|3684|3704|3824|3858|4142|4242|4247|4330|4360|4377|4410|4474|4605|4666|4711|4727|4781|4803|4883|4902|5000|5006|5131|5237|5248|5269|5299|5326|5338|5353|5392|5415|5425|5479|5532|5557|5598,1|1|2|1|2|1|1|1|2|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,"0, 166|0, 217|0, 1182;0, 1234|0, 160|0, 68;0, 187|0, 120|0, 123|0, 400|0, 1376;0, 1517|0, 1168|0, 128|0, 248|0, 195|0, 192|0, 96|0, 506|0, 1381;0, 1503|0, 247|0, 336|0, 2326|0, 768|0, 1503|0, 219|0, 152|0, 49|0, 1967|0, 383|0, 933|0, 1380|0, 281|0, 45|0, 2|0, 482|0, 2115|0, 1190|0, 40|0, 146|0, 980|0, 438|0, 977|0, 665|0, 654;0, 756|0, 888|0, 49|0, 229|0, 1539|3, 0;0, 124|0, 738|0, 1008|0, 270|0, 56|0, 918|0, 694|0, 566|0, 127|0, 241|0, 493|0, 1501|0, 588|0, 69|0, 819|0, 1052|0, 1112|0, 223|0, 79|0, 502|0, 58|0, 275|0, 92|0, 697|0, 60|0, 1318|0, 2147|0, 270|0, 628|0, 273|0, 3;0, 1382|0, 253|0, 440|0, 276|0, 114|0, 1406|0, 1081|0, 3426|0, 15|0, 499|0, 54|0, 189|0, 12374|0, 1945|0, 4965|0, 123|0, 172|0, 88|0, 83|0, 597|0, 633"
