wordID,docID,frequency,hitlist
0,1550|3292,1|1,"0, 1231|0, 1423"
1,1550,1,"0, 1241"
2,1550,1,"0, 1254"
3,1550,1,"0, 1345"
4,1550,1,"0, 1359"
5,1550|2096|4076|4599|5268,2|1|1|3|1,"0, 1439;0, 1501|0, 1899|0, 100|0, 111;0, 123;0, 153|0, 81"
6,1550,2,"0, 1482;0, 1496"
7,1550|4341|5058|5120,1|2|3|1,"0, 1484|0, 1038;0, 1066|0, 6;0, 19;0, 43|0, 200"
8,1550,4,"0, 1567;0, 1889;0, 1907;0, 1916"
9,1550,1,"0, 1909"
10,1550|2459|3478,2|5|9,"0, 1967;0, 1977|0, 1775;0, 1859;0, 1932;0, 1940;0, 1948|0, 508;0, 526;0, 547;0, 551;0, 555;0, 571;0, 623;0, 675;0, 727"
11,1550,2,"0, 2015;0, 2063"
12,1550,2,"0, 2019;0, 2067"
13,1550,4,"0, 2028;0, 2034;0, 2070;0, 2076"
14,1550,3,"0, 2032;0, 2041;0, 2074"
15,1550,2,"0, 2043;0, 2078"
16,1550|1602|1717|2861|3142|3402|3417|3942|4006|4593|4652|4675|5006|5215,1|1|2|1|1|3|15|2|8|8|3|3|3|57,"0, 2134|0, 222|0, 424;0, 587|0, 53|0, 520|0, 682;0, 696;0, 1136|3, 1;0, 9;0, 182;0, 228;0, 247;0, 351;0, 358;0, 1320;0, 2005;0, 2246;0, 2691;0, 3145;0, 3159;0, 3199;2, 7|0, 226;0, 255|0, 443;0, 463;0, 478;0, 733;0, 760;0, 772;0, 815;0, 842|3, 4;0, 3;0, 9;0, 55;0, 92;0, 151;0, 293;2, 4|0, 378;0, 786;0, 1041|3, 8;0, 144;2, 10|0, 986;0, 1013;0, 1230|3, 0;0, 9;0, 16;0, 69;0, 195;0, 217;0, 360;0, 373;0, 404;0, 434;0, 436;0, 450;0, 508;0, 528;0, 585;0, 606;0, 611;0, 639;0, 647;0, 673;0, 690;0, 711;0, 739;0, 793;0, 805;0, 831;0, 845;0, 893;0, 903;0, 911;0, 918;0, 926;0, 978;0, 1052;0, 1078;0, 1154;0, 1160;0, 1203;0, 1256;0, 1280;0, 1312;0, 1323;0, 1330;0, 1361;0, 1370;0, 1394;0, 1400;0, 1439;0, 1466;0, 1477;0, 1487;0, 1501;0, 1509;0, 1557;0, 1643;0, 1681;2, 15"
17,1550|4903,3|1,"0, 2146;0, 2202;0, 2219|0, 1508"
18,1550,4,"0, 2156;0, 2161;0, 2165;0, 2178"
19,1550,2,"0, 2163;0, 2200"
20,1550|1897|5416,2|1|3,"0, 2169;0, 2181|0, 518|0, 4875;0, 5461;0, 5558"
21,1550,2,"0, 2198;0, 2213"
22,1550,1,"0, 2211"
23,1550,2,"0, 2367;0, 2389"
24,1550,2,"0, 2380;0, 2397"
25,1550,1,"0, 2408"
26,1550,5,"0, 2448;0, 2461;0, 2469;0, 2475;0, 2492"
27,1550,1,"0, 2482"
28,1550|5509,1|4,"0, 2500|0, 230;0, 244;0, 334;0, 380"
29,1550|3601,1|1,"0, 2502|0, 3938"
30,1550,1,"0, 2513"
31,1550,2,"0, 2567;0, 2610"
32,1550|1822|3493,2|1|2,"0, 2608;0, 2621|0, 569|0, 122;0, 127"
33,1550,4,"0, 2746;0, 2768;0, 2855;0, 2865"
34,1550,3,"0, 2748;0, 2801;0, 2874"
35,1550,4,"0, 2753;0, 2773;0, 2789;0, 2879"
36,1550,1,"0, 2793"
37,1550,1,"0, 2806"
38,1550,1,"0, 2812"
39,1550,4,"0, 3023;0, 3028;0, 3062;0, 3108"
40,1550|2901,3|1,"0, 3095;0, 3112;0, 3120|0, 2764"
41,1550,1,"0, 3141"
42,1551|2488|2693|3352|3943|4222|5267|5488,7|1|13|27|1|5|1|6,"0, 19;0, 418;0, 519;0, 552;0, 682;0, 688;2, 7|0, 726|3, 2;0, 36;0, 117;0, 163;0, 172;0, 210;0, 219;0, 293;0, 302;0, 351;0, 470;0, 535;2, 13|3, 9;0, 260;0, 329;0, 367;0, 416;0, 441;0, 473;0, 511;0, 536;0, 590;0, 625;0, 667;0, 695;0, 850;0, 854;0, 865;0, 879;0, 1014;0, 1047;0, 1283;0, 1359;0, 1462;0, 1557;0, 1582;0, 1613;0, 1641;2, 5|0, 2596|0, 20;0, 47;0, 494;0, 564;2, 1|0, 1620|3, 2;0, 33;0, 71;0, 217;0, 368;2, 7"
43,1551|1979|4345|4547|5011|5388|5426|5506,1|1|1|3|2|3|1|1,"0, 204|0, 193|0, 1129|0, 808;0, 822;0, 948|0, 350;0, 450|0, 1219;0, 1242;0, 1892|0, 3968|0, 1270"
44,1551,2,"0, 320;0, 607"
45,1551,2,"0, 320;0, 607"
46,1551,1,"0, 371"
47,1551,1,"0, 540"
48,1551,1,"0, 541"
49,1551|1599,1|1,"0, 542|0, 806"
50,1551,1,"0, 883"
51,1551,1,"1, 1"
52,1552,1,"0, 240"
53,1552|2361|4906|5530,3|1|2|1,"0, 419;0, 520;0, 1147|1, 2|0, 138;0, 161|0, 1141"
54,1552|4618|5284,1|1|1,"0, 537|0, 5965|0, 649"
55,1552,1,"0, 707"
56,1552,1,"0, 709"
57,1553,15,"3, 4;0, 2;0, 10;0, 80;0, 195;0, 297;0, 358;0, 411;0, 455;0, 776;0, 835;0, 898;0, 1005;0, 1131;1, 1"
58,1553,1,"0, 144"
59,1553,1,"0, 155"
60,1553|2859,1|1,"0, 163|0, 195"
61,1553,1,"0, 226"
62,1553,1,"0, 914"
63,1554,5,"0, 0;0, 15;0, 46;0, 54;0, 70"
64,1554|2362|3599|4037,1|1|1|1,"1, 1|1, 2|0, 2|0, 2246"
65,1554,1,"1, 2"
66,1555,1,"0, 52"
67,1555,1,"0, 311"
68,1556|2604|5270,5|2|2,"3, 1;0, 9;0, 35;0, 114;0, 203|3, 4;0, 121|0, 113;0, 3965"
69,1556,1,"0, 40"
70,1556|4148,2|2,"0, 43;0, 83|0, 509;0, 524"
71,1556,2,"0, 50;0, 83"
72,1556|4716|5168|5229,1|1|1|1,"0, 122|0, 140|0, 1149|0, 676"
73,1556,1,"0, 192"
74,1556|1971|2604|2846|3121|3664|3812|3916,1|1|1|2|1|1|1|1,"0, 245|0, 511|0, 28|0, 113;0, 156|1, 2|0, 891|0, 464|0, 23"
75,1556,2,"0, 330;0, 409"
76,1556,1,"1, 2"
77,1557,1,"0, 20"
78,1557,1,"0, 21"
79,1557|2722|2731,1|1|1,"0, 54|0, 1151|0, 629"
80,1557,4,"0, 58;0, 1365;0, 1692;0, 1862"
81,1557|3145|3312|3406,1|1|1|1,"0, 64|0, 1847|0, 91|0, 24"
82,1557,1,"0, 116"
83,1557|5313,1|1,"0, 184|0, 2876"
84,1557|2670|4975,1|1|1,"0, 284|0, 991|0, 838"
85,1557|2397|3509|5189|5297,1|1|1|1|1,"0, 308|0, 149|0, 595|0, 632|0, 62"
86,1557|3581|4067|5380,3|1|1|1,"0, 1045;0, 1152;0, 1229|0, 1091|0, 810|0, 946"
87,1557|2375|4187,2|2|1,"0, 1056;0, 1163|0, 1661;0, 1735|0, 1"
88,1557,2,"0, 1057;0, 1164"
89,1557|3934,2|1,"0, 1077;0, 1184|0, 336"
90,1557,2,"0, 1381;0, 1478"
91,1557,2,"0, 1447;0, 1544"
92,1557,2,"0, 1620;0, 1790"
93,1557,2,"0, 1736;0, 1906"
