wordID,docID,frequency,hitlist
0,70|3700,1|1,"0, 1407|1, 1"
1,70,1,"0, 1408"
2,70|2330,1|1,"0, 1420|0, 2314"
3,70|3474|3495|3497|4037,1|2|1|1|1,"0, 1458|0, 27;0, 87|0, 810|0, 703|0, 1069"
4,70|84|98|169|230|257|281|327|389|496|549|601|654|680|770|933|955|992|1088|1146|1180|1197|1274|1300|1399|1401|1455|1482|1486|1549|1578|1627|1684|1707|1758|1882|1896|1996|2037|2042|2068|2224|2274|2282|2520|2531|2564|2607|2685|2699|2703|2875|2955|2978|3098|3123|3159|3169|3227|3295|3332|3340|3390|3446|3492|3537|3546|3590|3630|3665|3691|3708|3730|3843|3906|3910|3939|4013|4051|4086|4296|4303|4324|4331|4392|4400|4454|4482|4587|4611|4627|4672|4748|4856|4877|4883|4969|5030|5239|5243|5258|5295|5298|5313|5338|5400|5483,1|1|1|1|1|1|1|1|1|2|1|2|3|1|1|1|3|1|1|2|1|2|1|1|1|6|1|1|1|1|1|1|1|2|1|1|5|1|1|1|1|1|46|1|1|1|1|2|2|1|1|1|2|1|2|2|1|1|2|1|2|1|2|1|3|1|1|1|1|2|1|3|1|1|1|1|1|1|1|9|1|1|1|3|1|1|1|1|1|1|1|2|8|1|1|1|17|1|1|6|1|1|1|1|1|15|1,"0, 1466|0, 234|0, 1061|0, 243|0, 279|0, 24|0, 120|0, 529|0, 225|0, 502;0, 533|0, 1037|0, 1410;0, 1485|0, 564;0, 591;0, 818|0, 1189|0, 1362|0, 235|0, 546;0, 916;0, 988|0, 54|0, 1505|0, 33;0, 164|0, 839|0, 942;0, 972|0, 973|0, 2390|0, 592|3, 8;0, 8;0, 12;0, 652;0, 1799;0, 1816|0, 683|0, 192|0, 84|0, 73|0, 134|0, 531|0, 359|0, 687;0, 692|0, 2421|0, 88|0, 324;0, 874;0, 1019;0, 1121;0, 1156|0, 1528|0, 1590|0, 210|0, 34|0, 628|3, 13;0, 15;0, 57;0, 132;0, 201;0, 204;0, 252;0, 262;0, 283;0, 340;0, 631;0, 717;0, 775;0, 933;0, 952;0, 995;0, 1067;0, 1144;0, 1173;0, 1239;0, 1276;0, 1343;0, 1367;0, 1383;0, 1442;0, 1560;0, 1654;0, 1667;0, 1751;0, 1884;0, 1959;0, 1966;0, 2128;0, 2150;0, 2231;0, 2317;0, 2363;0, 2453;0, 2515;0, 2639;0, 2751;0, 2893;0, 2970;0, 2992;0, 3021;0, 3054|0, 317|0, 988|0, 788|0, 897|0, 1051;0, 1064|0, 266;0, 303|0, 434|0, 1804|0, 221|0, 191;0, 236|0, 382|0, 2843;0, 2856|0, 482;0, 508|0, 80|0, 807|0, 1588;0, 1603|0, 1512|0, 659;2, 10|0, 942|0, 796;0, 853|0, 118|0, 601;0, 2286;0, 2319|0, 250|0, 759|0, 269|0, 1004|0, 1700;0, 1733|0, 744|0, 1524;0, 1534;0, 1554|0, 1474|0, 784|0, 966|0, 69|0, 12|0, 712|0, 1106|3, 2;0, 14;0, 105;0, 111;0, 260;0, 445;0, 879;0, 1286;2, 13|2, 1|0, 710|0, 341|0, 108;0, 897;0, 956|0, 1944|0, 625|0, 33|0, 1890|0, 1049|0, 442|0, 80|0, 145;0, 1362|0, 115;0, 134;0, 201;0, 211;0, 224;0, 562;0, 589;0, 775|0, 579|0, 3540|0, 230|0, 50;0, 78;0, 1215;0, 1303;0, 1306;0, 1558;0, 1574;0, 1604;0, 1618;0, 1630;0, 1652;0, 1757;0, 1768;0, 1830;0, 1847;0, 2111;0, 2489|0, 2193|0, 825|0, 14360;0, 14465;0, 14548;0, 14641;0, 14926;0, 15043|0, 1000|0, 803|0, 1106|0, 1476|0, 9987|0, 66;0, 124;0, 293;0, 301;0, 372;0, 414;0, 419;0, 438;0, 501;0, 523;0, 633;0, 775;0, 805;0, 1001;2, 7|0, 304"
5,70|108|155|257|269|277|895|1082|1090|1170|1211|1431|1718|1889|1896|2042|2397|3118|3144|3312|3338|3363|3450|3464|3494|3735|3739|3841|3910|4196|4287|4303|4339|4402|4520|4538|4565|4571|4627|4672|4699|4867|4951|4969|5065|5237|5243|5336|5353|5422,1|1|2|1|1|1|1|1|1|2|2|3|1|2|1|1|3|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|1|1|2|2|1|1|1|1|1|1|2|1|2|23,"0, 1468|0, 358|0, 310;0, 1240|0, 574|0, 823|0, 336|0, 145|0, 311|0, 288|0, 333;0, 368|0, 1467;0, 1580|0, 411;0, 445;0, 488|0, 380|0, 712;0, 1969|0, 1731|0, 664|0, 69;0, 593;0, 2230|0, 609;0, 1001|0, 847;0, 1001|0, 187|0, 1659|0, 1754|0, 99|0, 288|0, 865|0, 177|0, 1125|0, 266|0, 1626|0, 100;2, 4|0, 356|0, 667|0, 115|0, 62|0, 975|0, 83;0, 90|0, 510|2, 10|0, 231;0, 889|0, 95;0, 261|0, 1821|0, 74|0, 166|0, 277|0, 349|0, 1280|0, 3169;0, 3299|2, 5|0, 1646;0, 1732|0, 35;0, 47;0, 59;0, 87;0, 346;0, 443;0, 469;0, 713;0, 780;0, 907;0, 924;0, 1076;0, 1079;0, 1212;0, 1222;0, 1273;0, 1422;0, 1429;0, 1491;0, 1718;0, 2288;0, 2298;0, 2301"
6,70|187|1078|1192|1474|2413|2864|3452|4962|5333|5483,1|2|1|1|1|1|1|1|2|1|1,"0, 1479|0, 1474;0, 1494|0, 583|0, 947|0, 548|0, 1329|0, 1229|0, 609|0, 9;0, 91|0, 803|0, 644"
7,70|582|734|1155|2124|2317|2328|2378|2536|2605|2679|2885|2894|2952|3696|3794|3999|4014|4970|5464,1|2|2|2|2|1|1|1|1|1|2|1|1|1|1|1|1|3|1|1,"0, 1480|0, 581;0, 732|0, 172;0, 195|0, 419;0, 471|0, 280;0, 814|0, 139|0, 1265|0, 255|0, 1100|0, 479|0, 842;0, 1159|0, 209|0, 281|0, 69|0, 432|0, 166|0, 170|0, 155;0, 1909;0, 1942|0, 1006|0, 248"
8,70|244|357|367|506|538|678|720|830|918|967|1198|1568|1604|1704|1849|2081|2154|2309|2310|2337|2587|2670|2707|3015|3039|3411|3458|3552|3758|3815|3955|4110|4228|4365|4444|4467|4543|4572|5267|5530|5578,1|1|2|1|1|2|2|1|1|1|1|1|1|2|2|1|1|1|1|7|2|2|1|1|1|1|1|5|1|3|5|1|1|1|1|4|1|1|1|3|1|1,"0, 1482|0, 220|0, 1414;0, 1698|0, 1865|0, 87|0, 946;0, 958|0, 309;0, 639|0, 244|0, 424|0, 228|0, 426|0, 1533|0, 372|0, 854;0, 945|0, 1107;0, 1135|0, 1338|0, 60|0, 131|0, 12|0, 1183;0, 1242;0, 1279;0, 1303;0, 1701;0, 2190;0, 2654|0, 195;0, 622|0, 229;0, 291|0, 443|0, 122|1, 2|0, 176|0, 430|0, 500;0, 503;0, 520;0, 533;0, 581|0, 593|0, 243;0, 268;0, 304|0, 538;0, 655;0, 665;0, 675;0, 730|0, 735|0, 2380|0, 2879|0, 556|0, 372;0, 376;0, 503;0, 513|0, 0|0, 766|0, 713|0, 365;0, 382;0, 394|0, 93|0, 232"
9,70|84|336|599|727|804|1185|1354|1731|1749|1889|2087|2655|2867|2873|3107|3471|3558|3671|3747|4316|4687|4997|5060|5227|5260|5305|5338|5554,1|1|1|1|1|10|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|5|1|1|1,"0, 1485|0, 44|0, 216|0, 2371|0, 640|3, 8;0, 20;0, 30;0, 61;0, 143;0, 534;0, 1191;0, 1443;0, 1732;0, 1765|0, 1406|0, 211|0, 109|0, 160|0, 543|0, 342|0, 1500|0, 1541|0, 1864|0, 607|0, 1879|0, 803|0, 1319|0, 1070|0, 808|0, 57|0, 402|0, 1296;0, 1614|0, 142|0, 53;0, 348;0, 835;0, 861;0, 921|0, 543|0, 13338|0, 183"
