docID,wordID,frequency,hitlist
870,0,2,"0, 2805;0, 6242"
870,1,2,"0, 2806;0, 6242"
870,2,1,"0, 2870"
870,3,1,"0, 2940"
870,4,1,"0, 2959"
870,5,1,"0, 3014"
870,6,1,"0, 3029"
870,7,2,"0, 3060;0, 4860"
870,8,1,"0, 3066"
870,9,3,"0, 3154;0, 3316;0, 3588"
870,10,3,"0, 3237;0, 3501;0, 3558"
870,11,1,"0, 3243"
870,12,2,"0, 3281;0, 3665"
870,13,3,"0, 3315;0, 3346;0, 3587"
870,14,1,"0, 3324"
870,15,1,"0, 3348"
870,16,1,"0, 3349"
870,17,1,"0, 3366"
870,18,1,"0, 3444"
870,19,1,"0, 3473"
870,20,1,"0, 3478"
870,21,1,"0, 3750"
870,22,1,"0, 3756"
870,23,1,"0, 3762"
870,24,1,"0, 3770"
870,25,1,"0, 3791"
870,26,1,"0, 3895"
870,27,5,"0, 3913;0, 4089;0, 4203;0, 4718;0, 5470"
870,28,3,"0, 3916;0, 3953;0, 4729"
870,29,1,"0, 3946"
870,30,1,"0, 4069"
870,31,1,"0, 4236"
870,32,1,"0, 4402"
870,33,2,"0, 4566;0, 4801"
870,34,1,"0, 4600"
870,35,1,"0, 4759"
870,36,1,"0, 4895"
870,37,2,"0, 4899;0, 5735"
870,38,1,"0, 4927"
870,39,1,"0, 5151"
870,40,1,"0, 5152"
870,41,1,"0, 5174"
870,42,1,"0, 5271"
870,43,1,"0, 5339"
870,44,1,"0, 5533"
870,45,1,"0, 5616"
870,46,1,"0, 5806"
870,47,1,"0, 5929"
870,48,1,"0, 5987"
870,49,1,"0, 6030"
870,50,1,"0, 6087"
870,51,1,"0, 6267"
870,52,2,"0, 6297;0, 6798"
870,53,1,"0, 6342"
870,54,1,"0, 6355"
870,55,1,"0, 6405"
870,56,1,"0, 6463"
870,57,1,"0, 6476"
870,58,1,"0, 6789"
870,59,1,"0, 6832"
870,60,1,"0, 6870"
870,61,1,"1, 2"
871,62,4,"3, 2;0, 2;0, 84;0, 885"
871,63,3,"3, 5;0, 5;0, 76"
871,64,1,"0, 19"
871,65,2,"0, 21;0, 72"
871,66,5,"0, 22;0, 73;0, 99;0, 139;0, 873"
871,67,2,"0, 24;0, 82"
871,68,1,"0, 36"
871,69,1,"0, 46"
871,70,1,"0, 110"
871,71,1,"0, 115"
871,42,1,"0, 165"
871,72,1,"0, 184"
871,73,1,"0, 360"
871,74,3,"0, 366;0, 502;0, 593"
871,75,1,"0, 374"
871,76,3,"0, 451;0, 552;0, 743"
871,77,1,"0, 520"
871,78,1,"0, 520"
871,79,2,"0, 526;0, 797"
871,80,1,"0, 532"
871,81,1,"0, 543"
871,82,2,"0, 547;0, 575"
871,83,1,"0, 614"
871,84,1,"0, 622"
871,85,1,"0, 625"
871,86,4,"0, 635;0, 640;0, 692;0, 704"
871,87,1,"0, 668"
871,88,1,"0, 800"
871,89,1,"0, 811"
871,90,1,"0, 852"
871,91,1,"2, 16"
872,92,1,"0, 2"
872,93,1,"0, 3"
872,94,1,"0, 88"
872,95,4,"0, 95;0, 113;0, 216;0, 308"
872,96,1,"0, 105"
872,97,10,"0, 128;0, 163;0, 175;0, 280;0, 432;0, 533;0, 657;0, 717;0, 787;0, 917"
