docID,wordID,frequency,hitlist
3471,0,1,"0, 927"
3471,1,1,"0, 932"
3471,2,1,"0, 1789"
3471,3,1,"0, 1853"
3471,4,1,"0, 1984"
3471,5,1,"0, 2234"
3471,6,1,"1, 2"
3472,7,1,"0, 102"
3472,8,1,"0, 123"
3472,9,2,"0, 646;0, 1201"
3473,10,4,"0, 82;0, 99;0, 338;0, 700"
3473,11,4,"0, 334;0, 345;0, 1372;0, 1381"
3473,12,1,"0, 342"
3473,13,1,"0, 348"
3473,14,1,"0, 350"
3473,15,1,"0, 383"
3473,16,7,"0, 392;0, 451;0, 460;0, 470;0, 943;0, 1085;0, 1163"
3473,17,2,"0, 440;0, 449"
3473,18,1,"0, 442"
3473,19,1,"0, 506"
3473,20,1,"0, 540"
3473,21,2,"0, 550;0, 569"
3473,22,1,"0, 556"
3473,23,1,"0, 565"
3473,24,1,"0, 588"
3473,25,2,"0, 659;0, 704"
3473,26,1,"0, 665"
3473,27,1,"0, 685"
3473,28,1,"0, 834"
3473,29,1,"0, 834"
3473,30,1,"0, 904"
3473,31,1,"0, 935"
3473,32,3,"0, 937;0, 1076;0, 1151"
3473,33,1,"0, 939"
3473,34,4,"0, 958;0, 1100;0, 1178;0, 1267"
3473,35,1,"0, 962"
3473,36,1,"0, 1074"
3473,37,1,"0, 1083"
3473,38,1,"0, 1104"
3473,39,1,"0, 1120"
3473,40,1,"0, 1149"
3473,41,1,"0, 1161"
3473,42,1,"0, 1182"
3473,43,1,"0, 1246"
3473,44,1,"0, 1248"
3473,45,1,"0, 1250"
3473,46,1,"0, 1252"
3473,47,5,"0, 1354;0, 1406;0, 1558;0, 1653;0, 1767"
3473,48,1,"0, 1368"
3473,49,1,"0, 1377"
3473,50,1,"0, 1670"
3473,51,1,"0, 1672"
3473,52,3,"0, 1675;0, 1782;0, 1798"
3473,53,1,"0, 1718"
3473,54,1,"0, 1721"
3473,55,1,"0, 1740"
3473,56,1,"0, 1742"
3473,57,1,"0, 1744"
3473,58,2,"0, 1794;0, 1802"
3473,59,1,"0, 1800"
3473,60,1,"0, 1845"
3474,61,1,"0, 20"
3474,62,5,"0, 170;0, 217;0, 275;0, 281;0, 296"
3474,63,1,"0, 304"
3474,64,1,"0, 999"
3475,65,1,"0, 419"
3476,66,1,"0, 149"
3476,67,1,"0, 156"
3476,68,1,"0, 157"
3476,69,1,"0, 165"
3476,70,1,"0, 168"
3476,71,1,"0, 169"
3476,72,1,"0, 170"
3476,73,1,"0, 173"
3476,74,1,"0, 174"
3476,75,1,"0, 176"
3476,76,1,"0, 178"
3476,77,1,"0, 179"
3476,78,1,"0, 185"
3476,79,1,"0, 186"
3476,80,1,"0, 188"
3476,81,1,"0, 190"
3476,82,1,"0, 192"
3476,83,1,"0, 273"
3476,84,1,"0, 320"
3477,85,4,"0, 81;0, 109;0, 119;0, 904"
3477,86,2,"0, 117;0, 902"
3477,87,5,"0, 131;0, 162;0, 219;0, 920;0, 947"
3477,88,1,"0, 132"
3477,89,2,"0, 134;0, 278"
3477,90,6,"0, 138;0, 150;0, 260;0, 297;0, 923;0, 935"
3477,91,3,"0, 145;0, 304;0, 930"
3477,92,2,"0, 157;0, 942"
3477,93,1,"0, 216"
3477,94,1,"0, 238"
3477,95,1,"0, 309"
3477,96,5,"0, 444;0, 468;0, 547;0, 588;0, 786"
3477,97,1,"0, 452"
3477,98,1,"0, 539"
3477,99,3,"0, 571;0, 975;0, 987"
3477,100,2,"0, 578;0, 971"
3477,101,1,"0, 795"
3477,102,1,"0, 797"
3477,103,1,"0, 799"
3477,104,1,"0, 801"
3477,105,1,"0, 828"
3477,106,1,"0, 830"
3477,107,1,"0, 953"
3477,108,1,"0, 955"
3477,109,1,"0, 1064"
3477,110,1,"0, 1186"
3477,111,1,"0, 1206"
3477,112,1,"0, 1221"
3477,113,1,"0, 1259"
3477,114,1,"0, 1263"
3477,115,2,"0, 1328;0, 1390"
3477,116,2,"0, 1340;0, 1357"
3477,117,2,"0, 1355;0, 1359"
3477,118,4,"0, 1440;0, 1472;0, 1476;0, 1501"
3477,119,2,"0, 1449;0, 1510"
3477,120,1,"0, 1524"
3477,121,1,"0, 1555"
3477,122,1,"0, 1610"
3477,123,1,"0, 1612"
3477,124,1,"0, 1614"
3477,125,1,"0, 1616"
3477,126,3,"0, 1631;0, 1642;0, 1689"
3477,127,1,"0, 1644"
3477,128,1,"0, 1670"
3477,129,1,"0, 1675"
3478,130,1,"0, 237"
3478,131,1,"0, 263"
3478,132,1,"0, 303"
3478,133,1,"0, 514"
3478,134,1,"1, 2"
3479,135,1,"0, 103"
3479,136,1,"0, 105"
3479,137,2,"0, 257;0, 274"
3479,138,1,"0, 283"
3479,139,1,"0, 291"
3479,140,1,"0, 394"
3479,141,1,"0, 595"
3479,142,1,"1, 2"
3480,143,8,"3, 0;0, 76;0, 90;0, 163;0, 771;0, 882;0, 951;0, 1012"
3480,144,1,"0, 138"
3480,145,1,"0, 226"
3480,146,4,"0, 287;0, 410;0, 454;0, 838"
3480,147,2,"0, 504;0, 586"
3480,148,1,"0, 513"
3480,149,4,"0, 596;0, 600;0, 631;0, 873"
3480,150,1,"0, 613"
3480,151,1,"0, 638"
3480,152,1,"0, 645"
3480,153,1,"0, 653"
3480,154,2,"0, 891;0, 925"
3480,155,1,"1, 2"
3481,156,1,"0, 130"
3481,157,1,"0, 489"
3481,158,1,"0, 1263"
3481,159,1,"0, 1556"
3481,160,1,"0, 1675"
3481,161,1,"0, 1992"
3481,162,1,"0, 1994"
3481,163,1,"0, 2062"
3482,164,1,"0, 626"
3482,165,1,"0, 928"
3484,166,1,"0, 68"
3484,167,1,"0, 112"
3484,168,1,"0, 182"
3485,169,2,"0, 218;0, 265"
3485,170,2,"0, 227;0, 279"
3485,171,1,"0, 342"
3485,172,1,"1, 1"
3486,173,1,"0, 14"
3486,174,1,"0, 15"
3486,175,1,"0, 32"
3486,176,1,"0, 190"
