docID,wordID,frequency,hitlist
175,0,1,"0, 534"
175,1,1,"0, 536"
175,2,2,"0, 538;0, 592"
175,3,1,"0, 564"
175,4,1,"0, 566"
175,5,1,"0, 649"
175,6,1,"0, 652"
175,7,1,"0, 653"
175,8,1,"0, 654"
175,9,1,"0, 726"
175,10,1,"0, 739"
175,11,2,"0, 816;0, 838"
175,12,1,"0, 829"
175,13,1,"0, 856"
175,14,1,"0, 862"
175,15,1,"0, 866"
175,16,1,"0, 867"
175,17,1,"0, 873"
175,18,1,"0, 948"
175,19,2,"0, 960;0, 1775"
175,20,1,"0, 966"
175,21,1,"0, 983"
175,22,1,"0, 990"
175,23,1,"0, 1003"
175,24,1,"0, 1011"
175,25,1,"0, 1043"
175,26,1,"0, 1051"
175,27,1,"0, 1087"
175,28,1,"0, 1105"
175,29,1,"0, 1128"
175,30,1,"0, 1135"
175,31,1,"0, 1155"
175,32,1,"0, 1188"
175,33,1,"0, 1210"
175,34,6,"0, 1242;0, 1258;0, 1275;0, 1293;0, 1333;0, 1399"
175,35,1,"0, 1249"
175,36,1,"0, 1250"
175,37,1,"0, 1252"
175,38,1,"0, 1272"
175,39,1,"0, 1309"
175,40,1,"0, 1314"
175,41,1,"0, 1318"
175,42,1,"0, 1324"
175,43,1,"0, 1338"
175,44,1,"0, 1342"
175,45,1,"0, 1345"
175,46,1,"0, 1358"
175,47,1,"0, 1360"
175,48,1,"0, 1437"
175,49,1,"0, 1439"
175,50,1,"0, 1440"
175,51,1,"0, 1443"
175,52,1,"0, 1446"
175,53,1,"0, 1452"
175,54,1,"0, 1459"
175,55,1,"0, 1462"
175,56,1,"0, 1484"
175,57,1,"0, 1489"
175,58,1,"0, 1522"
175,59,1,"0, 1534"
175,60,1,"0, 1612"
175,61,1,"0, 1639"
175,62,1,"0, 1640"
175,63,1,"0, 1670"
175,64,1,"0, 1682"
175,65,1,"0, 1701"
175,66,1,"0, 1703"
175,67,1,"0, 1722"
175,68,1,"0, 1732"
175,69,1,"0, 1763"
175,70,1,"0, 1798"
175,71,1,"0, 1881"
175,72,1,"0, 1887"
175,73,1,"0, 1900"
175,74,1,"0, 1904"
175,75,1,"0, 1940"
175,76,1,"0, 1942"
175,77,1,"0, 1944"
175,78,2,"0, 1945;0, 2011"
175,79,1,"0, 1961"
175,80,1,"0, 1986"
175,81,1,"0, 2012"
175,82,1,"0, 2013"
175,83,1,"0, 2015"
175,84,3,"0, 2019;0, 2308;0, 2412"
175,85,1,"0, 2036"
175,86,1,"0, 2053"
175,87,1,"0, 2095"
175,88,1,"0, 2108"
175,89,1,"0, 2124"
175,90,1,"0, 2201"
175,91,1,"0, 2204"
175,92,1,"0, 2220"
175,93,1,"0, 2269"
175,94,1,"0, 2306"
175,95,1,"0, 2384"
175,96,1,"0, 2414"
175,97,1,"0, 2415"
175,98,1,"0, 2499"
175,99,1,"0, 2516"
175,100,1,"0, 2546"
175,101,1,"1, 2"
