docID,wordID,frequency,hitlist
608,0,2,"0, 27;1, 2"
608,1,2,"0, 46;0, 67"
608,2,1,"0, 454"
608,3,2,"0, 1007;0, 2471"
608,4,2,"0, 1219;0, 2624"
608,5,2,"0, 1399;0, 1559"
608,6,2,"0, 1409;0, 1597"
608,7,3,"0, 1415;0, 1603;0, 1636"
608,8,3,"0, 1426;0, 1720;0, 1867"
608,9,3,"0, 1433;0, 1727;0, 1768"
608,10,2,"0, 1453;0, 1747"
608,11,3,"0, 1464;0, 1813;0, 1874"
608,12,3,"0, 1467;0, 1816;0, 3893"
608,13,2,"0, 1537;0, 1541"
608,14,1,"0, 1836"
608,15,1,"0, 2151"
608,16,1,"0, 2167"
608,17,1,"0, 2255"
608,18,1,"0, 2325"
608,19,1,"0, 2338"
608,20,1,"0, 2388"
608,21,1,"0, 3104"
608,22,2,"0, 3307;0, 3813"
608,23,1,"0, 3633"
608,24,1,"0, 3687"
608,25,1,"0, 3691"
608,26,1,"0, 3695"
608,27,1,"0, 3699"
608,28,2,"0, 3703;0, 3915"
608,29,1,"0, 3707"
608,30,1,"0, 3711"
608,31,1,"0, 3715"
608,32,1,"0, 3719"
608,33,1,"0, 3723"
608,34,2,"0, 3731;0, 3926"
608,35,1,"0, 3735"
608,36,1,"0, 3739"
608,37,1,"0, 3743"
608,38,2,"0, 3747;0, 3941"
608,39,2,"0, 3751;0, 3934"
608,40,1,"0, 3755"
608,41,1,"0, 3759"
608,42,1,"0, 3763"
608,43,1,"0, 3767"
608,44,1,"0, 3775"
608,45,1,"0, 3779"
608,46,1,"0, 3783"
608,47,2,"0, 3787;0, 3903"
608,48,1,"0, 3791"
608,49,1,"0, 3795"
608,50,1,"0, 3799"
608,51,1,"0, 3803"
608,52,1,"0, 3807"
608,53,1,"0, 3811"
608,54,1,"0, 3819"
608,55,1,"0, 3823"
608,56,1,"0, 3827"
608,57,1,"0, 3831"
608,58,1,"0, 3835"
608,59,2,"0, 3839;0, 3910"
608,60,1,"0, 3843"
608,61,1,"0, 3847"
608,62,1,"0, 3851"
608,63,1,"0, 3855"
608,64,2,"0, 3859;0, 3919"
608,65,1,"0, 3863"
608,66,1,"0, 3867"
608,67,1,"0, 3871"
608,68,1,"0, 3875"
608,69,1,"0, 3879"
608,70,2,"0, 3883;0, 3898"
608,71,1,"0, 3887"
608,72,2,"0, 3891;0, 3957"
608,73,1,"0, 3906"
608,74,1,"0, 3913"
608,75,1,"0, 3922"
608,76,1,"0, 3932"
608,77,1,"0, 3939"
608,78,1,"0, 3965"
608,79,1,"0, 4409"
608,80,1,"0, 4417"
608,81,1,"0, 4910"
608,82,1,"0, 4912"
608,83,1,"0, 4914"
608,84,1,"0, 5336"
608,85,1,"0, 5338"
608,86,1,"0, 5340"
608,87,1,"0, 5341"
608,88,1,"0, 5448"
608,89,1,"0, 5500"
608,90,1,"0, 5709"
608,91,1,"0, 5784"
608,92,1,"0, 5861"
609,93,1,"1, 2"
610,94,1,"0, 50"
610,95,1,"0, 52"
610,96,1,"0, 117"
610,97,1,"0, 416"
610,98,1,"1, 1"
611,99,1,"0, 201"
