docID,wordID,frequency,hitlist
664,0,1,"0, 2629"
664,1,1,"0, 2707"
664,2,1,"0, 2804"
664,3,1,"1, 1"
664,4,1,"1, 2"
665,5,1,"0, 101"
665,6,2,"0, 109;0, 118"
665,7,1,"0, 120"
665,8,1,"0, 136"
665,9,1,"0, 148"
665,10,1,"0, 150"
665,11,1,"0, 150"
665,12,6,"0, 165;0, 167;0, 197;0, 258;0, 264;0, 279"
665,13,1,"0, 232"
665,14,1,"0, 235"
665,15,1,"0, 252"
666,16,1,"0, 14"
666,17,1,"0, 23"
666,18,1,"0, 24"
666,19,1,"0, 63"
666,20,1,"0, 68"
666,21,1,"0, 87"
666,22,1,"0, 156"
666,23,1,"0, 157"
666,24,1,"0, 175"
666,25,1,"0, 190"
666,26,1,"0, 191"
666,27,1,"0, 195"
666,28,1,"0, 196"
666,29,1,"0, 211"
666,30,3,"0, 318;0, 1207;0, 1288"
666,31,1,"0, 325"
666,32,9,"0, 355;0, 359;0, 373;0, 395;0, 490;0, 516;0, 532;0, 539;0, 557"
666,33,1,"0, 356"
666,34,2,"0, 391;0, 438"
666,35,2,"0, 458;0, 476"
666,36,2,"0, 526;0, 1075"
666,37,3,"0, 606;0, 630;0, 689"
666,38,1,"0, 791"
666,39,1,"0, 801"
666,40,1,"0, 809"
666,41,1,"0, 836"
666,42,1,"0, 838"
666,43,1,"0, 838"
666,44,4,"0, 844;0, 883;0, 917;0, 935"
666,45,1,"0, 849"
666,46,1,"0, 859"
666,47,1,"0, 872"
666,48,1,"0, 895"
666,49,3,"0, 975;0, 1031;0, 1062"
666,50,1,"0, 994"
666,51,1,"0, 1069"
666,52,1,"0, 1109"
666,53,1,"0, 1132"
666,54,1,"0, 1136"
666,55,1,"0, 1186"
666,56,1,"0, 1225"
666,57,1,"0, 1229"
666,58,1,"0, 1263"
666,59,1,"0, 1276"
667,60,1,"0, 28"
667,61,1,"0, 29"
667,62,1,"0, 44"
667,63,1,"0, 64"
667,64,1,"0, 78"
667,65,1,"0, 81"
667,66,2,"0, 99;0, 1370"
667,67,1,"0, 101"
667,68,1,"0, 111"
667,69,1,"0, 113"
667,70,1,"0, 154"
667,71,1,"0, 230"
667,72,1,"0, 269"
667,73,1,"0, 489"
667,74,1,"0, 752"
667,75,1,"0, 836"
667,76,1,"0, 838"
667,77,1,"0, 841"
667,78,1,"0, 923"
667,79,1,"0, 927"
667,80,1,"0, 960"
667,81,1,"0, 1067"
667,82,1,"0, 1091"
667,83,1,"0, 1131"
667,84,1,"0, 1270"
667,85,1,"0, 1276"
667,86,1,"0, 1294"
667,87,1,"0, 1321"
667,88,1,"0, 1363"
667,89,1,"0, 1372"
667,90,1,"0, 1382"
667,91,1,"0, 1480"
667,92,1,"0, 1525"
668,93,1,"3, 6"
669,94,1,"0, 22"
669,95,2,"0, 294;0, 496"
669,96,1,"0, 296"
669,97,1,"0, 486"
