wordID,docIDs,frequencies,hitlists
213,0;1;5;7;8;12,1;1;1;2;12;1,"0, 594;0, 68;0, 473;0, 1218|0, 1239;0, 136|0, 259|0, 375|0, 420|0, 444|0, 817|0, 1137|0, 1201|0, 1227|0, 1238|0, 1289|0, 1316;0, 458"
214,0;1;7;12,2;4;1;6,"0, 597|0, 719;0, 71|0, 86|0, 126|0, 136;0, 684;0, 17|0, 185|0, 312|0, 347|0, 546|0, 554"
215,0;4;6;7;11;13;15;16;18;19,1;2;1;1;2;2;1;6;3;3,"0, 600;0, 63|0, 121;0, 1094;0, 307;0, 107|0, 1184;0, 902|0, 1098;0, 85;0, 4|0, 30|0, 202|0, 234|0, 575|0, 1575;0, 244|0, 274|0, 498;0, 223|0, 510|0, 821"
216,0;5;6;7;16;17;19,1;1;5;2;1;1;1,"0, 601;0, 221;0, 190|0, 602|0, 618|0, 787|0, 1038;0, 1276|0, 1314;0, 250;0, 182;0, 1863"
217,0,1,"0, 603"
218,0;1;4;5;6;7;8;9;10;11;14;15;16;18;19,2;1;4;2;4;8;5;1;1;1;8;4;3;2;9,"0, 604|0, 732;0, 761;0, 187|0, 245|0, 254|0, 350;0, 876|0, 885;0, 218|0, 793|0, 1425|0, 1443;0, 176|0, 332|0, 347|0, 423|0, 626|0, 708|0, 1120|0, 1214;0, 691|0, 1070|0, 1113|0, 1284|0, 1334;0, 561;0, 475;0, 239;0, 80|0, 168|0, 174|0, 225|0, 422|0, 545|0, 615|0, 828;0, 50|0, 88|0, 225|0, 310;0, 94|0, 996|0, 1526;0, 212|0, 480;0, 99|0, 370|0, 517|0, 1076|0, 1297|0, 1712|0, 1751|0, 2040|0, 2051"
219,0;1;5;9;11;12;14;15;18;19,2;6;2;2;3;2;2;3;3;1,"0, 607|0, 903;0, 287|0, 682|0, 806|0, 814|0, 1012|0, 1215;0, 408|0, 419;0, 762|0, 1304;0, 457|0, 1091|0, 1093;0, 8|0, 73;0, 510|0, 689;0, 353|0, 548|0, 617;0, 36|0, 51|0, 389;0, 978"
220,0;2;13;14;16,2;1;2;2;1,"0, 608|0, 960;0, 339;3, 7|0, 1191;0, 26|0, 750;0, 1497"
221,0,1,"0, 611"
222,0;1;5;9;12,1;2;2;1;1,"0, 617;0, 937|0, 1001;0, 778|0, 872;0, 337;0, 467"
223,0,1,"0, 619"
224,0,1,"0, 624"
225,0;2;4;12,1;1;1;1,"0, 629;0, 958;0, 201;0, 427"
226,0,1,"0, 631"
227,0,1,"0, 636"
228,0;5,1;3,"0, 637;0, 523|0, 532|0, 553"
229,0;1;5;8;9,1;8;7;1;1,"0, 638;0, 314|0, 508|0, 524|0, 862|0, 877|0, 890|0, 924|0, 1130;0, 37|0, 144|0, 268|0, 284|0, 486|0, 515|0, 693;0, 213;0, 238"
230,0,1,"0, 640"
231,0;1,1;1,"0, 641;0, 902"
232,0;1;8;12,1;1;1;1,"0, 645;0, 630;0, 571;0, 219"
233,0;1;5;12,1;4;5;4,"0, 653;0, 14|0, 24|0, 919|0, 994;0, 67|0, 95|0, 167|0, 337|0, 381;0, 26|0, 230|0, 530|0, 587"
234,0,1,"0, 653"
235,0,1,"0, 657"
236,0;6;9;12;14;19,1;1;2;1;1;2,"0, 658;0, 1075;0, 365|0, 1101;0, 547;0, 448;0, 1698|0, 1764"
237,0,1,"0, 661"
238,0;1;2;8;9;13;15,1;14;2;8;4;1;1,"0, 664;0, 36|0, 313|0, 592|0, 609|0, 624|0, 651|0, 828|0, 861|0, 885|0, 889|0, 901|0, 922|0, 955|0, 1129;0, 407|0, 446;0, 154|0, 218|0, 367|0, 399|0, 416|0, 434|0, 1035|0, 1178;0, 659|0, 1172|0, 1243|0, 1295;0, 430;0, 319"
239,0;6,1;1,"0, 666;0, 702"
240,0,1,"0, 667"
241,0;1;2;9;16;17,1;4;1;1;4;1,"0, 668;0, 533|0, 551|0, 565|0, 965;0, 408;0, 1292;0, 281|0, 449|0, 537|0, 987;0, 117"
242,0;7;16;19,2;1;1;2,"0, 673|0, 941;0, 604;0, 592;0, 1389|0, 1487"
243,0,1,"0, 674"
244,0,1,"0, 677"
245,0;4;13,1;2;1,"0, 679;0, 320|0, 360;0, 253"
246,0;4;8;11,1;2;4;1,"0, 682;0, 235|0, 397;0, 289|0, 737|0, 752|0, 926;0, 212"
247,0;15,1;1,"0, 685;0, 108"
248,0,3,"0, 687|0, 888|0, 892"
249,0;2;6;9;10;11;12;15;19,1;1;1;1;2;2;1;1;1,"0, 690;0, 189;0, 27;0, 53;0, 236|0, 495;0, 549|0, 1217;0, 328;0, 503;0, 1202"
250,0;6;9;13,1;1;1;1,"0, 693;0, 949;0, 1290;0, 217"
251,0;1;7;10;18;19,1;1;2;1;1;1,"0, 696;0, 1197;0, 718|0, 1037;0, 234;0, 165;0, 7"
252,0;19,1;1,"0, 698;0, 9"
253,0,2,"0, 705|0, 744"
254,0;5;19,1;1;1,"0, 707;0, 206;0, 88"
255,0;1;2;5;8;9;16,1;1;2;2;1;2;1,"0, 716;0, 491;0, 567|0, 1020;0, 643|0, 736;0, 413;0, 1039|0, 1070;0, 990"
256,0;5;8;14,1;1;1;1,"0, 724;0, 139;0, 1017;0, 402"
257,0;1;5;8;9;11;14;15;16,1;2;1;3;1;2;3;3;1,"0, 728;0, 949|0, 1164;0, 250;0, 430|0, 447|0, 606;0, 396;0, 1136|0, 1468;0, 394|0, 500|0, 518;0, 103|0, 137|0, 391;0, 958"
258,0;6,1;1,"0, 730;0, 28"
259,0;1;12,1;3;2,"0, 731;0, 279|0, 644|0, 1054;0, 43|0, 305"
260,0;7;12,1;1;1,"0, 735;0, 694;0, 445"
261,0;10,1;1,"0, 741;0, 559"
262,0;4;5;6;7;9;10;12;16;18,4;1;3;2;4;1;1;2;1;2,"0, 748|0, 830|0, 879|0, 907;0, 137;0, 143|0, 246|0, 434;0, 537|0, 1082;0, 42|0, 1057|0, 1107|0, 1158;0, 1219;0, 458;0, 133|0, 330;0, 687;0, 404|0, 436"
263,0;2;10;11;13;15,2;10;1;2;1;1,"0, 753|0, 768;0, 4|0, 33|0, 136|0, 256|0, 277|0, 343|0, 384|0, 420|0, 513|0, 545;0, 563;0, 1483|0, 1513;0, 791;0, 332"
264,0;11;15,2;1;1,"0, 760|0, 786;0, 1477;0, 338"
265,0,1,"0, 771"
266,0;4;7,1;2;2,"0, 772;0, 77|0, 404;0, 786|0, 1184"
267,0;1;6;7;8;9;11;12;13;18,2;6;1;1;1;1;1;4;1;2,"0, 777|0, 798;0, 247|0, 275|0, 1016|0, 1026|0, 1104|0, 1153;0, 570;0, 743;0, 1254;0, 144;0, 528;0, 11|0, 191|0, 248|0, 389;0, 19;0, 511|0, 518"
268,0;6;9;11;13;19,1;1;1;1;1;2,"0, 778;0, 1102;0, 406;0, 954;0, 1073;0, 365|0, 2164"
269,0,1,"0, 789"
270,0;11;13,1;1;1,"0, 792;0, 517;0, 926"
271,0;13;16;17,1;2;1;6,"0, 793;0, 405|0, 1224;0, 995;3, 4|0, 24|0, 45|0, 84|0, 89|0, 116"
272,0;1;2;4;6;10,1;1;1;1;1;1,"0, 799;0, 726;0, 372;0, 205;0, 1096;0, 581"
273,0;11;19,1;2;1,"0, 807;0, 388|0, 809;2, 11"
274,0,1,"0, 810"
275,0,1,"0, 817"
276,0;19,1;1,"0, 829;0, 1830"
277,0;2;10;11;12,1;2;1;3;3,"0, 829;0, 192|0, 813;0, 780;3, 0|0, 60|0, 1609;0, 166|0, 222|0, 576"
278,0;1;2;4;5;7;9;10;12,1;2;2;1;4;3;1;1;2,"0, 830;0, 940|0, 957;0, 269|0, 856;0, 138;0, 45|0, 55|0, 143|0, 246;0, 43|0, 1058|0, 1108;0, 602;0, 403;0, 270|0, 372"
279,0,1,"0, 841"
280,0,1,"0, 843"
281,0;7;19,1;1;1,"0, 846;0, 1434;0, 179"
282,0;9;14;15;16,1;1;1;1;1,"0, 849;0, 192;0, 90;0, 300;0, 78"
283,0;18,1;3,"0, 855;0, 176|0, 204|0, 267"
284,0,1,"0, 859"
285,0;1;5;6;10;11;16,1;2;1;1;1;2;1,"0, 862;0, 57|0, 241;0, 555;0, 1042;0, 156;0, 407|0, 1224;0, 1618"
286,0,1,"0, 866"
287,0,1,"0, 867"
288,0,1,"0, 869"
289,0;1;2;7;10,1;1;1;1;1,"0, 874;0, 842;0, 745;0, 337;0, 1030"
290,0;1;5;12,1;10;15;3,"0, 875;0, 344|0, 541|0, 643|0, 767|0, 791|0, 857|0, 1015|0, 1023|0, 1112|0, 1136;3, 8|0, 8|0, 66|0, 92|0, 117|0, 130|0, 204|0, 226|0, 233|0, 281|0, 672|0, 690|0, 762|0, 772|0, 789;0, 416|0, 529|2, 13"
291,0;1;5,1;1;3,"0, 876;0, 1006;0, 146|0, 294|0, 490"
292,0;1;8;12,2;1;1;2,"0, 881|0, 935;0, 444;0, 1306;0, 205|0, 228"
293,0;2;8;12,1;1;4;2,"0, 885;0, 103;0, 589|0, 627|0, 804|0, 844;0, 281|0, 336"
294,0;6;7;8;11,1;1;1;1;1,"0, 890;0, 78;0, 35;0, 51;0, 423"
295,0;5;8;11;14;16;18,1;1;1;1;2;2;1,"0, 893;0, 27;0, 637;0, 729;0, 128|0, 797;0, 1457|0, 1590;0, 73"
296,0,1,"0, 894"
297,0;1;5;11;15,1;2;5;1;4,"0, 898;0, 865|0, 1010;0, 40|0, 168|0, 510|0, 770|0, 783;0, 197;0, 55|0, 76|0, 458|0, 528"
298,0,1,"0, 911"
299,0;7;10,1;2;1,"0, 913;0, 893|0, 1372;0, 497"
300,0;3;6;7;11;16,1;1;4;1;1;2,"0, 914;3, 4;0, 32|0, 60|0, 247|0, 1489;0, 1455;0, 1131;0, 72|0, 187"
301,0,1,"0, 915"
302,0;8,1;1,"0, 918;0, 548"
303,0;7,1;3,"0, 925;0, 920|0, 987|0, 1406"
304,0;8;14;16,1;1;1;1,"0, 931;0, 649;0, 23;0, 87"
305,0;1;6;7;8;9;10;12;14;15;19,1;1;1;3;1;1;1;3;3;2;2,"0, 938;0, 305;0, 1191;0, 241|0, 280|0, 950;0, 537;0, 1073;0, 108;0, 32|0, 280|0, 368;0, 88|0, 695|0, 704;0, 287|0, 482;0, 382|0, 1616"
306,0,1,"0, 939"
307,0,1,"0, 944"
308,0,1,"0, 950"
309,0;2;13,1;5;2,"0, 953;0, 603|0, 611|0, 615|0, 639|0, 692;0, 511|0, 759"
310,0,1,"0, 957"
311,0,1,"0, 963"
312,0,1,"0, 970"
313,0;1;2;5;7;8;9;13;18,1;1;1;3;1;1;1;1;1,"0, 975;0, 376;0, 742;0, 480|0, 487|0, 808;0, 134;0, 738;0, 246;0, 548;0, 587"
314,0,1,"0, 979"
315,0;1;2;8,1;1;1;1,"0, 983;0, 146;0, 106;0, 1147"
316,0,1,"0, 984"
317,0;6;10;19,1;1;1;1,"0, 991;0, 108;0, 587;0, 1855"
318,0,1,"0, 997"
319,0;8;12,1;1;1,"0, 1001;0, 118;0, 473"
320,0;18,1;1,"0, 1005;0, 357"
321,0;2;11;19,1;1;4;3,"0, 1009;0, 454;0, 117|0, 125|0, 140|0, 1156;0, 233|0, 238|0, 253"
322,0;2;8;11,1;1;2;1,"0, 1013;0, 679;0, 610|0, 617;0, 181"
323,0;5,2;1,"0, 1026|1, 1;1, 1"
324,0,1,"0, 1028"
325,0,1,"0, 1030"
326,0,1,"0, 1033"
327,0;1;3;4;9;13;15;18,1;1;1;1;1;2;1;1,"2, 8;2, 11;2, 11;2, 10;2, 11;0, 11|2, 4;2, 13;2, 14"
328,0;1;2;3;4;5;8;9;12;15,1;1;1;2;2;1;3;4;1;1,"2, 11;2, 8;2, 13;0, 5|2, 14;0, 101|2, 13;0, 83;0, 10|0, 151|2, 15;0, 11|0, 631|0, 874|2, 5;2, 4;2, 10"
329,0;1;2;3;4;9,1;1;1;1;2;1,"2, 14;2, 14;2, 4;2, 4;0, 79|0, 240;2, 8"
330,0;5,1;1,"1, 2;1, 2"
331,1;2;4;7;14;15;16,14;19;10;2;3;3;1,"3, 1|0, 1|0, 194|0, 351|0, 401|0, 474|0, 536|0, 545|0, 586|0, 606|0, 620|0, 677|0, 699|0, 789;0, 9|0, 28|0, 87|0, 93|0, 110|0, 121|0, 233|0, 321|0, 424|0, 460|0, 477|0, 542|0, 577|0, 848|0, 888|0, 999|0, 1011|0, 1035|2, 7;0, 36|0, 193|0, 248|0, 261|0, 272|0, 299|0, 422|0, 446|0, 454|2, 1;0, 524|0, 1177;0, 313|0, 360|0, 582;0, 38|0, 59|0, 562;0, 326"
332,1;5;12,12;2;7,"3, 3|0, 3|0, 23|0, 201|0, 245|0, 278|0, 483|0, 598|0, 669|0, 835|0, 1159|2, 5;0, 479|2, 14;3, 3|0, 7|0, 120|0, 259|0, 374|0, 486|2, 10"
333,1;9;19,1;2;4,"0, 5;0, 47|0, 89;0, 357|0, 2032|0, 2038|0, 2049"
334,1;10;15,1;1;1,"0, 8;0, 61;0, 219"
335,1;5,2;3,"0, 10|0, 252;0, 810|0, 814|0, 818"
336,1;5;7,2;3;2,"0, 11|0, 599;0, 74|0, 571|0, 593;0, 1018|0, 1029"
337,1,1,"0, 19"
338,1,1,"0, 21"
339,1,3,"0, 25|0, 39|0, 51"
340,1;9,1;1,"0, 27;0, 157"
341,1,1,"0, 28"
342,1,1,"0, 30"
343,1;6;10;11;12;16,4;2;1;1;1;1,"0, 34|0, 230|0, 1033|0, 1140;0, 593|0, 596;0, 781;0, 2;0, 129;0, 1094"
344,1,1,"0, 40"
345,1;6;7;17,2;1;1;2,"0, 42|0, 843;0, 1098;0, 1287;0, 94|2, 9"
346,1,1,"0, 44"
347,1;16,1;1,"0, 45;0, 479"
348,1,1,"0, 47"
349,1,1,"0, 48"
350,1,1,"0, 48"
351,1;11,1;1,"0, 53;0, 1635"
352,1;2;19,2;1;3,"0, 59|0, 678;0, 509;0, 1039|0, 1054|0, 1099"
353,1;2,1;1,"0, 63;0, 95"
354,1;5,1;1,"0, 65;0, 842"
355,1;2;6;7;14;15;16;19,1;2;3;4;1;2;2;3,"0, 74;0, 259|0, 610;0, 237|0, 647|0, 1099;0, 34|0, 411|0, 583|0, 1041;0, 573;0, 48|0, 255;0, 1146|0, 1162;0, 281|0, 812|0, 915"
356,1,2,"0, 75|0, 784"
357,1;7,5;1,"0, 77|0, 107|0, 131|0, 147|0, 467;0, 720"
358,1;2;4;5;6;9;10;11;13;15;16;17;18;19,2;1;2;1;3;3;2;5;2;1;2;2;1;12,"0, 79|0, 406;0, 152;0, 155|0, 168;0, 157;0, 371|0, 719|0, 908;0, 87|0, 1215|0, 1244;0, 360|0, 864;0, 776|0, 1439|0, 1470|0, 1627|0, 1651;0, 853|0, 1136;0, 181;0, 896|0, 1153;0, 100|0, 137;0, 134;0, 443|0, 707|0, 731|0, 768|0, 901|0, 1206|0, 1231|0, 1378|0, 1440|0, 1454|0, 1888|0, 2225"
359,1;12,1;1,"0, 80;0, 55"
360,1,2,"0, 81|0, 139"
361,1,2,"0, 83|0, 144"
362,1,1,"0, 91"
363,1,1,"0, 92"
364,1,1,"0, 93"
365,1,3,"0, 96|0, 113|0, 117"
366,1,2,"0, 98|0, 117"
367,1,2,"0, 99|0, 118"
368,1,1,"0, 102"
369,1,3,"0, 104|0, 156|0, 178"
370,1,4,"0, 105|0, 121|0, 157|0, 179"
371,1;2;8;9,8;2;1;1,"0, 108|0, 132|0, 142|0, 348|0, 371|0, 403|0, 692|0, 786;0, 148|0, 247;0, 1150;0, 1043"
372,1;9,1;1,"0, 112;0, 1334"
373,1,1,"0, 114"
374,1;10,1;1,"0, 123;0, 480"
375,1,1,"0, 128"
376,1,1,"0, 137"
377,1,1,"0, 148"
378,1;12;16,1;2;1,"0, 150;0, 478|0, 488;0, 706"
379,1;2,1;1,"0, 151;0, 194"
380,1;2;8;14;19,3;1;7;1;3,"0, 153|0, 165|0, 740;0, 367;0, 533|0, 541|0, 635|0, 668|0, 891|0, 925|0, 1087;0, 51;0, 1104|0, 1134|0, 1236"
381,1;9;18;19,1;1;1;1,"0, 159;0, 886;0, 283;0, 348"
382,1;4;6;8;13;14;15;16;18,10;1;1;1;1;1;1;2;1,"0, 161|0, 205|0, 229|0, 312|0, 939|0, 1032|0, 1152|0, 1162|0, 1169|0, 1190;0, 310;0, 1301;0, 81;0, 74;0, 193;0, 602;0, 824|0, 1463;0, 575"
383,1;2;12,4;3;1,"0, 162|0, 398|0, 428|0, 674;0, 461|0, 480|0, 574;0, 385"
384,1,1,"0, 171"
385,1,1,"0, 174"
386,1,1,"0, 175"
387,1;8,1;1,"0, 180;0, 562"
388,1;7;14,8;1;1,"0, 181|0, 393|0, 433|0, 461|0, 471|0, 487|0, 578|0, 600;0, 1087;0, 35"
389,1;16,1;1,"0, 182;0, 314"
390,1,1,"0, 184"
391,1;8,1;1,"0, 185;0, 903"
392,1,3,"0, 187|0, 569|0, 621"
393,1;2,1;1,"0, 190;0, 47"
394,1,1,"0, 191"
395,1,1,"0, 193"
396,1;7;8;12,2;3;1;1,"0, 197|0, 256;0, 655|0, 665|0, 721;0, 937;0, 49"
397,1;11;12,3;1;2,"0, 200|0, 668|0, 834;0, 961;0, 6|0, 119"
398,1,1,"0, 202"
399,1;2;4;7;8;11;12;14;19,3;3;3;1;1;4;1;1;3,"0, 206|0, 884|0, 1128;0, 670|0, 707|0, 802;0, 227|0, 340|0, 379;0, 871;0, 255;0, 281|0, 291|0, 345|0, 384;0, 91;0, 356;0, 501|0, 837|0, 1884"
400,1,2,"0, 210|0, 650"
401,1;7;12,1;2;1,"0, 211;0, 253|0, 845;0, 295"
402,1,2,"0, 220|0, 226"
403,1;5;8;12,16;2;2;4,"0, 222|0, 227|0, 320|0, 511|0, 526|0, 641|0, 689|0, 718|0, 796|0, 866|0, 881|0, 894|0, 1031|0, 1139|0, 1172|0, 1175;0, 43|0, 295;0, 320|0, 1054;0, 208|0, 300|0, 448|0, 463"
404,1;6;9;10,1;4;1;2,"0, 232;0, 459|0, 483|0, 502|0, 541;0, 355;0, 902|0, 989"
405,1;15,5;1,"0, 233|0, 288|0, 340|0, 352|0, 1118;0, 375"
406,1,1,"0, 234"
407,1,2,"0, 236|0, 1195"
408,1,2,"0, 240|0, 802"
409,1;6;7;10;16;18;19,1;1;1;1;1;1;6,"0, 242;0, 13;0, 832;0, 958;0, 462;0, 387;0, 746|0, 1325|0, 1563|0, 1566|0, 1569|0, 1572"
410,1;12,6;1,"0, 243|0, 304|0, 481|0, 665|0, 1021|0, 1110;0, 434"
411,1,1,"0, 246"
412,1;7;10;11;13;19,2;2;1;3;1;1,"0, 247|0, 275;0, 744|0, 930;0, 786;0, 1305|0, 1318|0, 1418;0, 856;0, 744"
413,1;12,1;6,"0, 248;0, 3|0, 67|0, 79|0, 89|0, 116|0, 309"
414,1;2;5;6;7;8;9;10;11;12;13;15;18;19,4;3;5;1;3;6;1;3;1;1;2;1;1;2,"0, 250|0, 792|0, 923|0, 1199;0, 387|0, 516|0, 766;0, 469|0, 501|0, 582|0, 825|0, 848;0, 1153;0, 218|0, 1259|0, 1279;0, 204|0, 283|0, 417|0, 910|0, 977|0, 1037;0, 1037;0, 213|0, 879|0, 986;0, 1561;0, 137;0, 879|0, 1089;0, 6;0, 594;0, 1267|0, 2163"
415,1;5,2;2,"0, 253|0, 454;0, 194|0, 214"
416,1,1,"0, 254"
417,1,1,"0, 259"
418,1,9,"0, 261|0, 346|0, 442|0, 498|0, 530|0, 556|0, 618|0, 648|0, 681"
419,1,5,"0, 264|0, 316|0, 815|0, 879|0, 895"
420,1,1,"0, 270"
421,1;6;8;12;13;19,1;1;1;1;1;1,"0, 274;0, 482;0, 801;0, 226;0, 449;0, 1005"
422,1,1,"0, 276"
423,1;5;6;19,1;1;1;2,"0, 281;0, 805;0, 1112;0, 191|0, 621"
424,1,1,"0, 284"
425,1,1,"0, 289"
426,1;5,1;1,"0, 290;0, 476"
427,1;2;10;11;12;17;19,2;2;4;4;1;4;1,"0, 293|0, 514;0, 51|0, 186;0, 280|0, 718|0, 743|0, 959;0, 433|0, 438|0, 485|0, 814;0, 359;3, 1|0, 26|0, 48|2, 1;0, 275"
428,1;5,1;1,"0, 294;0, 313"
429,1;2;5;7;8;16,2;1;1;1;1;1,"0, 294|0, 816;0, 112;0, 313;0, 528;0, 462;0, 179"
430,1;8;13;14,2;2;3;1,"0, 295|0, 817;0, 741|0, 1358;0, 172|0, 308|0, 376;0, 799"
431,1;7;11,1;1;1,"0, 300;0, 561;0, 234"
432,1;8;9;13;17;19,1;1;1;1;1;2,"0, 302;0, 1319;0, 1229;0, 288;0, 63;0, 642|0, 1621"
433,1;5,1;3,"0, 307;0, 594|0, 832|0, 836"
434,1;5;12,1;1;1,"0, 308;0, 698;0, 354"
435,1;5,1;1,"0, 310;0, 696"
436,1;8;10;11;13;16,1;2;1;1;1;1,"0, 322;0, 457|0, 829;0, 749;0, 1481;0, 694;0, 1414"
437,1,1,"0, 324"
438,1;4;8;18,2;2;1;6,"0, 325|0, 898;0, 17|0, 143;0, 576;3, 2|0, 2|0, 77|0, 292|0, 401|0, 458"
439,1,1,"0, 327"
440,1;4;7;8;16,1;1;9;1;1,"0, 329;0, 485;0, 243|0, 282|0, 614|0, 975|0, 1211|0, 1263|0, 1296|0, 1305|0, 1316;0, 1367;0, 736"
441,1;15,1;1,"0, 332;0, 622"
442,1,1,"0, 337"
443,1;11;19,1;1;1,"0, 341;0, 143;0, 256"
444,1;3;7;13;16,2;1;3;1;1,"0, 342|0, 944;0, 11;0, 908|0, 1253|0, 1387;0, 788;0, 1051"
445,1;5;12;17,10;3;3;1,"0, 344|0, 541|0, 643|0, 767|0, 791|0, 857|0, 1015|0, 1023|0, 1112|0, 1136;0, 66|0, 92|0, 117;0, 416|0, 529|2, 14;0, 198"
446,1,1,"0, 354"
447,1;8;9;13,1;2;1;1,"0, 355;0, 248|0, 1224;0, 1258;0, 62"
448,1;16,2;2,"0, 357|0, 410;0, 595|0, 1332"
449,1;8;9;14,3;1;1;1,"0, 359|0, 1193|0, 1220;0, 393;0, 824;0, 48"
450,1,1,"0, 362"
451,1,4,"0, 364|0, 407|0, 422|0, 679"
452,1;2;8;11;14;19,1;1;1;1;5;1,"0, 368;0, 722;0, 1244;0, 466;3, 1|0, 166|0, 305|0, 416|0, 444;0, 2158"
453,1;11;19,1;6;1,"0, 372;0, 430|0, 552|0, 607|0, 625|0, 632|0, 650;0, 271"
454,1;9;18,2;1;1,"0, 374|0, 693;0, 1154;0, 208"
455,1,1,"0, 379"
456,1,2,"0, 381|0, 1171"
457,1;2;11;13,1;2;3;3,"0, 382;0, 207|0, 246;0, 1180|0, 1198|0, 1467;0, 124|0, 239|0, 567"
458,1;8,2;1,"0, 384|0, 702;0, 385"
459,1;2;10;18,1;1;1;1,"0, 386;0, 52;0, 681;0, 133"
460,1,1,"0, 387"
461,1;6;12;19,2;1;1;1,"0, 388|0, 671;0, 578;0, 45;0, 1645"
462,1;2;11;14;19,1;1;1;1;7,"0, 397;0, 655;0, 34;0, 275;0, 953|0, 985|0, 1080|0, 1124|0, 1146|0, 1207|0, 1232"
463,1;9;13,1;2;1,"0, 409;0, 446|0, 1264;0, 866"
464,1,4,"0, 416|0, 459|0, 488|0, 601"
465,1,1,"0, 419"
466,1;13,1;1,"0, 421;0, 550"
467,1,1,"0, 425"
468,1;8;9,1;1;2,"0, 429;0, 792;0, 362|0, 897"
469,1;16,1;1,"0, 430;0, 1189"
470,1,3,"0, 434|0, 462|0, 464"
471,1;4;5;10;18,1;1;2;7;2,"0, 437;0, 98;0, 426|0, 666;0, 243|0, 288|0, 307|0, 352|0, 386|0, 540|0, 641;0, 577|0, 619"
472,1,3,"0, 439|0, 1056|0, 1108"
473,1,3,"0, 441|0, 555|0, 617"
474,1,1,"0, 445"
475,1,1,"0, 446"
476,1,2,"0, 451|0, 831"
477,1;7;12,1;1;1,"0, 453;0, 489;0, 145"
478,1;4;7;12;18,7;1;11;1;1,"0, 456|0, 542|0, 564|0, 614|0, 637|0, 869|0, 1211;0, 74;0, 404|0, 515|0, 625|0, 643|0, 691|0, 703|0, 724|0, 753|0, 848|0, 1050|0, 1252;0, 433;0, 253"
479,1,2,"0, 458|0, 486"
480,1,1,"0, 470"
481,1;6,3;1,"0, 471|0, 579|0, 603;0, 1186"
482,1,1,"0, 476"
483,1;9;13;14,1;1;1;1,"0, 478;0, 641;0, 483;0, 446"
484,1;5;7;8;9;12,10;4;1;6;3;1,"0, 480|0, 744|0, 830|0, 871|0, 905|0, 1019|0, 1040|0, 1109|0, 1133|0, 1163;0, 36|0, 324|0, 329|0, 349;0, 475;0, 225|0, 440|0, 460|0, 760|0, 794|0, 1021;0, 534|0, 1234|0, 1273;0, 65"
485,1;5;7;8,6;4;1;1,"0, 485|0, 615|0, 638|0, 646|0, 1030|0, 1137;3, 5|0, 5|0, 113|0, 200;0, 670;0, 1058"
486,1;2;4;5;7;8;12;13;14,2;1;1;2;1;2;1;2;1,"0, 495|0, 1157;0, 631;0, 317;0, 38|0, 439;0, 816;0, 220|0, 449;0, 412;0, 232|0, 469;0, 476"
487,1;8,1;4,"0, 496;0, 687|0, 929|0, 1007|0, 1162"
488,1;17,1;1,"0, 501;0, 176"
489,1;5,1;1,"0, 503;0, 85"
490,1;5;8,1;2;3,"0, 505;0, 171|0, 468;0, 371|0, 437|0, 988"
491,1;6;8;11;16;17;19,1;1;1;2;1;1;1,"0, 506;0, 1224;0, 1220;0, 41|0, 526;0, 1005;0, 193;0, 1851"
492,1,2,"0, 510|0, 640"
493,1,1,"0, 515"
494,1;14;19,1;3;2,"0, 516;0, 434|0, 438|0, 501;0, 1340|0, 1360"
495,1;7,1;1,"0, 518;0, 210"
496,1;12;14,3;1;1,"0, 525|0, 659|0, 717;0, 211;0, 190"
497,1,1,"0, 535"
498,1;5;8;14,2;1;2;1,"0, 536|0, 1010;0, 371;0, 16|0, 177;0, 248"
499,1;10,1;1,"0, 537;0, 683"
500,1,1,"0, 540"
501,1;2,1;2,"0, 544;0, 180|0, 557"
502,1;17,1;1,"0, 546;0, 67"
503,1;2;6;7;10;11;12;14;19,1;2;1;1;1;1;2;1;1,"0, 548;0, 190|0, 602;0, 592;0, 1157;0, 686;0, 1536;3, 1|0, 195;0, 638;0, 897"
504,1;10,1;2,"0, 552;0, 590|0, 601"
505,1,1,"0, 559"
506,1;16,1;1,"0, 561;0, 488"
507,1;11;13;19,1;1;1;1,"0, 567;0, 458;0, 820;0, 1648"
508,1,1,"0, 572"
509,1;2,1;3,"0, 573;0, 643|0, 699|0, 909"
510,1;5;8;13,1;1;3;1,"0, 576;0, 497;0, 713|0, 733|0, 917;0, 795"
511,1;2;4,1;1;6,"0, 582;0, 584;0, 257|0, 268|0, 295|0, 305|0, 353|0, 418"
512,1;2,2;2,"0, 583|0, 696;0, 417|0, 524"
513,1,2,"0, 590|0, 1203"
514,1;9,1;1,"0, 591;0, 1171"
515,1;5;8;9;11,1;1;6;1;1,"0, 595;0, 48;0, 400|0, 418|0, 573|0, 789|0, 1038|0, 1241;0, 660;0, 617"
516,1;10;11;14;19,3;1;3;2;1,"0, 608|0, 887|0, 1076;0, 769;0, 10|0, 191|0, 465;0, 443|0, 691;0, 1933"
517,1;4;7;11;12;18,1;1;3;1;3;2,"0, 610;0, 346;0, 288|0, 317|0, 452;0, 40;0, 2|0, 380|0, 432;0, 365|0, 372"
518,1;2;10;19,1;1;1;2,"0, 611;0, 826;0, 350;0, 534|0, 551"
519,1,1,"0, 612"
520,1,1,"0, 620"
